기관명,사회서비스분야,주된목적,사업내용,인증여부,인증일자,인증번호,대표자명,전화번호,소재지도로명주소,소재지지번주소,홈페이지주소,데이터기준일자,제공기관코드,제공기관명
두팔로(주)(DoFollowINC),예술·관광,기타형,대중음악공연 및 문화예술교육 콘텐츠 제작,,,,오장석,,"서울특별시 양천구 중앙로 304, 지하층 2호",,,2019-11-21,3140000,서울특별시 양천구
케일㈜,기타,일자리제공형,지하철안전문 유지보수,,,,김태신,070-7151-5398,인천광역시 서구 가정로394번길 4,인천광역시 서구 가정동 504-2,,2019-09-10,3560000,인천광역시 서구
(재)뉴라이프재단,기타,일자리제공형,교정기관및기업대상세탁,,,,임헌영,070-7443-9698,"인천광역시 서구 심곡로 86, A동 2층(심곡동 한국법무보호복지공단 인천지부내)",인천광역시 서구 심곡동 305-10,www.happynewlife.or.kr,2019-09-10,3560000,인천광역시 서구
예일종합목재㈜,기타,일자리제공형,목재생산 및 가공처리,,,,안윤호,032-589-2813,인천광역시 서구 북항로178번길 4,인천광역시 서구 원창동 391-41,http://www.yiwood.co.kr/default/,2019-09-10,3560000,인천광역시 서구
인천미용협동조합,예술·관광,일자리제공형,토탈뷰티사업,,,,최순자,032-582-3388,"인천광역시 서구 서곶로 359-1(연희동, 2층)",인천광역시 서구 연희동 686-17,http://beautytown.kr/,2019-09-10,3560000,인천광역시 서구
㈜씨케이크린앤환경,청소,일자리제공형,청소업 및 위생관리용역업,,,,김봉환,032-562-0233,"인천광역시 서구 검단로 516, 308(마전동, 보현빌딩)",인천광역시 서구 마전동 983-7,청소와소독.com,2019-09-10,3560000,인천광역시 서구
㈜경일다모스,기타,일자리제공형,가구제조 및 판매,,,,황영철,032-562-5501,인천광역시 서구 두루물로 90,인천광역시 서구 오류동 434-209,,2019-09-10,3560000,인천광역시 서구
사단법인한국복지나눔,기타,혼합형,"바리스타교육사업, 커피차판매",,,,박태성,032-433-6973,인천광역시 서구 서곶로315번길 15-1,인천광역시 서구 심곡동 243-6,www.seedgift.com,2019-09-10,3560000,인천광역시 서구
㈜유정피싱,기타,일자리제공형,낚시대 제조 및 판매,,,,전경옥,032-574-7452,인천광역시 서구 염곡로 18(가좌동),인천광역시 서구 가좌동 585-50,www.ujft.co.kr,2019-09-10,3560000,인천광역시 서구
(주)장애인장학사업장,기타,일자리제공형,건강식품 제조 및 화장지 제조,,,,김재필,032-330-5957,인천광역시 서구 봉수대로 1545번길 31 가동,인천광역시 서구 금곡동 228-1,www.wpds.co.kr,2019-09-10,3560000,인천광역시 서구
(사)한국근로장애인진흥회,기타,일자리제공형,"복사용지,신문용지,중질지",,,,권영석,032-435-8857,인천광역시 서구 원당대로 608번안길 9-17,인천광역시 서구 당하동 957-5,www.kawd.org,2019-09-10,3560000,인천광역시 서구
(주)인성드림,기타,일자리제공형,의료세탁물위탁처리,,,,정영호,032-581-9369,인천광역시 서구 백범로 810번길 23,인천광역시 서구 가좌동 585-33,,2019-09-10,3560000,인천광역시 서구
(주)가까이한마음사회서비스센터,간병및가사지원,혼합형,베이비시터,,,,강경미,032-584-4115,인천광역시 서구 길주로 63번길 25(석남동),인천광역시 서구 석남동 524-13,www.imamcare.co.kr,2019-09-10,3560000,인천광역시 서구
㈜세움건축디자인,예술·관광,일자리제공형,광고디자인  실내건축,Y,2011-10-28,제2011-84호,고명진,054-555-8884,경상북도 문경시 영순면 영순로 259,경상북도 문경시 영순면 의곡리 434-3,,2019-04-17,5120000,경상북도 문경시
㈜행복한일터,청소,일자리제공형,청소 및 방역,Y,2009-05-28,제2009-12호,김정근,054-554-0408,경상북도 문경시 호서로 196(흥덕동),경상북도 문경시 흥덕동 559-2,,2019-04-17,5120000,경상북도 문경시
농업회사법인 문경미소㈜,기타,일자리제공형,지역특산품 활용한 농촌 비즈니스 확대 및 일자리창출,Y,2017-12-29,제2017-233호,김경란,054-572-4300,경상북도 문경시 산양면 산동로 597,경상북도 문경시 산양면 형천리 35-2,,2019-04-17,5120000,경상북도 문경시
농업회사법인 ㈜나누미,기타,기타형,도시락 출장부페 식자재유통 및 식품제조업,N,,,정병대,054-553-9525,경상북도 문경시 중앙로 87  2층 204~207호(점촌동),경상북도 문경시 점촌동 197-14 2층 204~207호,,2019-04-17,5120000,경상북도 문경시
문경약돌협동조합,기타,기타형,문경지역축산업 활성화사업,N,,,방인규,054-553-7005,경상북도 문경시 신흥로 160  1층 101호(점촌동),경상북도 문경시 점촌동 164-6,,2019-04-17,5120000,경상북도 문경시
㈜봄이네,기타,기타형,지역특산품 활용한 농촌 비즈니스 확대 및 일자리창출,N,,,최춘이,054-571-2131,경상북도 문경시 문경읍 온천2길 24,경상북도 문경시 문경읍 하리 394,,2019-04-17,5120000,경상북도 문경시
㈜우리씨앤씨,청소,혼합형,청소 및 방역,N,,,김대식,054-556-0700,경상북도 문경시 남부4길 6(모전동),경상북도 문경시 모전동 76-16,,2019-04-17,5120000,경상북도 문경시
㈜단양지크린,청소,일자리제공형,청소 및 방역사업,,,,오수원,043-420-2433,충청북도 단양군 매포읍 우덕길 18,,,2019-11-26,6430000,충청북도
㈜송암식품,고용서비스,일자리제공형,육가공 유통업,,,,정태웅,043-201-1382,충청북도 청주시 서원구 매봉로76번길 39,,,2019-11-26,6430000,충청북도
㈔글로벌투게더 음성,고용서비스,일자리제공형,"카페, 공방, 아카데미 사업, 국비 다문화센터 위탁 운영",,,,이영분,043-871-3633,충청북도 음성군 금왕읍 금석로 74,,,2019-11-26,6430000,충청북도
농업회사법인 흙살림푸드㈜,고용서비스,일자리제공형,친환경 로컬 푸드 직거래 유통망 구축,,,,권사홍,043-201-1382,충청북도 청주시 청원구 북이면 대율다락말길 93-13,,,2019-11-26,6430000,충청북도
하나환경㈜,청소,일자리제공형,"청소, 방역 서비스업",,,,한용희,043-201-1382,충청북도 청주시 상당구 중흥로31번길 12,,,2019-11-26,6430000,충청북도
㈜싸리비,청소,일자리제공형,"청소, 방역 서비스업",,,,마경식,043-539-3483,충청북도 진천군 진천읍 문진로 1451,,,2019-11-26,6430000,충청북도
사회복지법인 다하 세하앤 사업단,고용서비스,일자리제공형,우리쌀로 만든 쿠키 등,,,,강영자,043-641-6613,충청북도 제천시 의병대로45길 60,,,2019-11-26,6430000,충청북도
㈜행복담은네모,고용서비스,일자리제공형,로컬푸드를 통한 도시락 제조·판매,,,,곽호근,043-201-1382,충청북도 청주시 흥덕구 봉명로150번길 21,,,2019-11-26,6430000,충청북도
㈜희망그린마을,고용서비스,혼합형,"복지, 교육, 노동이 공존하는 마을조성 및 도농연계 프로그램 등",,,,방대진,043-641-6613,충청북도 제천시 봉양읍 원박길 245,,,2019-11-26,6430000,충청북도
청주지역공동체시민센터,보육,혼합형,가정방문보육서비스,,,,김태윤,043-201-1382,충청북도 청주시 흥덕구 사직대로 42-1,,,2019-11-26,6430000,충청북도
씨투넷㈜,환경,창조혁신형(기타),폐컴퓨터 재활용,,,,오종석,043-201-1382,충청북도 청주시 서원구 남이면 대림로 49,,,2019-11-26,6430000,충청북도
㈜두꺼비하우징,사업시설관리,혼합형,주거복지 및 집수리사업,,,,김덕수,043-539-3483,충청북도 진천군 덕산읍 이덕로 788,,,2019-11-26,6430000,충청북도
㈜월화수크린,청소,일자리제공형,학교청소사업,,,,박형순,043-201-1382,충청북도 청주시 흥덕구 봉명로241번길 4,,,2019-11-26,6430000,충청북도
영동군사회서비스센터(희망새싹),간병및가사지원,혼합형,"산모베이비시터파견, 가사지원사업",,,,김순남,043-740-3732,충청북도 영동군 영동읍 눈어치1로 71,,,2019-11-26,6430000,충청북도
㈜삶과환경,환경,창조혁신형(기타),음식물류 폐기물 수집운반,,,,김경락,043-201-1382,충청북도 청주시 서원구 성화로 21,,,2019-11-26,6430000,충청북도
㈜휴먼디앤씨,환경,일자리제공형,"청소용역, 소독",,,,권혜란,043-641-6613,충청북도 제천시 고암로1길 15,,,2019-11-26,6430000,충청북도
사회복지법인천주교 청주교구사회복지회 프란치스코의 집,고용서비스,일자리제공형,장애인을 고용하여 면장갑 및 화장지 생산 판매,,,,정일영,043-201-1382,충청북도 청주시 서원구 남지로21번길 66,,,2019-11-26,6430000,충청북도
사단법인 흙살림연구소,기타,창조혁신형(기타),"농산물인증, 친환경농업교육, 컨설팅, 유통, 출판",,,,이태근,043-830-3322,충청북도 괴산군 불정면 한불로 1136,,,2019-11-26,6430000,충청북도
사회적협동조합 휴먼케어,간병및가사지원,사회서비스제공형,"중증장애인도우미, 노인동보미서비스",,,,송유정,043-201-1382,충청북도 청주시 청원구 율천북로 183,,,2019-11-26,6430000,충청북도
㈜가온,간병및가사지원,혼합형,"가사서비스, 산모도우비 바우처",,,,이경재,043-201-1382,충청북도 청주시 서원구 사직대로 83,,,2019-11-26,6430000,충청북도
㈜세기위생방역,환경,혼합형,"소독, 방역",,,,배문순,043-201-1382,충청북도 청주시 흥덕구 봉명로 239,,,2019-11-26,6430000,충청북도
사회복지법인 예심복지재단(예심하우스),고용서비스,일자리제공형,"장애인 티슈, 위생저 가공, 판매",,,,박행자,043-201-1382,충청북도 청주시 상당구 남일면 신송2길 30,,,2019-11-26,6430000,충청북도
㈜두레환경,청소,창조혁신형(기타),폐기물 수거 재활용,,,,박상범,043-850-6061,충청북도 충주시 금가면 강수로 81-7,,,2019-11-26,6430000,충청북도
㈔충북사회교육센터,간병및가사지원,일자리제공형,"가사간병, 산모신생아도우미",,,,김봉숙,043-201-1382,충청북도 청주시 서원구 호국로 93-1,,,2019-11-26,6430000,충청북도
㈜미래이앤티,청소,창조혁신형(기타),"재활용품 수거, 선별, 가공",,,,정남규,043-201-1382,충청북도 청주시 청원구 오창읍 신평중신길 85,,,2019-11-26,6430000,충청북도
㈜야타브엔터,기타,창조혁신형(기타),열악한 대학로 극단 단원들의 일자리 제공 및 홍보영상 제작,,,,조은상,,"서울특별시 동대문구 서울시립대로 2길 60, 2층 101호",서울특별시 동대문구 답십리동 469-1,,2019-11-25,3050000,서울특별시 동대문구
이로하 영농조합법인,기타,기타형,농업(오미자청 및 액상차),N,,,김범태,054-556-0066,경상북도 문경시 유곡불정로 204-10,경상북도 문경시 유곡동 577,,2019-04-17,5120000,경상북도 문경시
뷰티풀홀리데이,기타,혼합형,더쓰리섹터 카페,N,,,정찬영,054-000-0000,경상북도 문경시 당교11길 9  1층,경상북도 문경시 모전동 1254,,2019-04-17,5120000,경상북도 문경시
문경백화버섯㈜,기타,지역사회공헌형,농업(송화고 버섯),N,,,황도균,054-000-0000,,경상북도 문경시 영순면 율곡리 560,,2019-04-17,5120000,경상북도 문경시
㈜공정한기업 (인증),사업시설관리,일자리제공형,"시설물관리, 근로자 파견사업 등",Y,2013-10-01,제2013-041호,김대경,051-468-0264,"부산광역시 중구 충장대로 9번길 22, 806(중앙동 4가, 신도빌딩)","부산광역시 중구 중앙동4가 85-3, 신도빌딩 806호",,2019-04-30,3250000,부산광역시 중구
문화소통단체 숨 (인증),예술·관광,일자리제공형,문화예술 공연,Y,2012-06-22,제2012-032호,차재근,051-808-7134,부산광역시 중구 법수길 17,부산광역시 중구 보수동1가 64-16,,2019-04-30,3250000,부산광역시 중구
핑크로더 (인증),예술·관광,일자리제공형,"예술, 스포츠",Y,2018-09-04,제2018-149호,양화니,051-254-2420,부산광역시 중구 법수길 17,부산광역시 중구 보수동1가 64-16,cafe.naver.com/artsoom,2019-04-30,3250000,부산광역시 중구
㈜핸쥬갤러리(예비),예술·관광,혼합형,"목공예,도자기 제작 및 교육사업",N,,제2018-126호,이현주,,부산광역시 중구 중구로62번길 14,부산광역시 중구 대청동3가 4-4,,2019-04-30,3250000,부산광역시 중구
㈜해양문화사(인증),예술·관광,혼합형,해양전문 출판기획 및 인쇄,Y,2018-11-06,제2018-222호,태길산,051-241-1943,부산광역시 중구 해관로 63-1,부산광역시 중구 중앙동4가 36-9,,2019-04-30,3250000,부산광역시 중구
(주)중원기업,청소,일자리제공형,청소용역,,,,김대현,031-758-3556,경기도 성남시 중원구 마지로 155번길 25(하대원동),경기도 성남시 중원구 하대원동 154-19,http://www.joongwongiup.com,2019-10-16,3780000,경기도 성남시
(주)로운,예술·관광,혼합형,"광고기획, 이벤트 사업 등",,,,황현모,031-717-5306,"경기도 성남시 분당구 느티로 22, 비동 1104호(정자동, 백궁동양파라곤)","경기도 성남시 분당구 정자동 17-2, 백궁동양파라곤 비동 1104호",http://www.roun.co.kr,2019-10-16,3780000,경기도 성남시
(주)행복도시락성남점,간병및가사지원,일자리제공형,도시락배달,,,,강승임,031-707-2814,"경기도 성남시 분당구 벌말로 10, 지하1호(야탑동,목련마을 주공1단지 종합상가)","경기도 성남시 분당구 야탑동 166, 목련마을 주공1단지 종합상가)",http://www.snhappy.com/,2019-10-16,3780000,경기도 성남시
(주) 휠라인,기타,일자리제공형,"장애인용품, 휄체어생산",,,,금동옥,031-734-1874,"경기도 성남시 분당구 야탑로 205번길 26, 323호(야탑동, 고령친화종합체험관)","경기도 성남시 분당구 야탑동 221, 성남고령친화종합체험관 214호",http://www.wheel-line.com,2019-10-16,3780000,경기도 성남시
주민두레소비자생활협동조합,기타,혼합형,친환경유기 농산물 직거래,,,,송미경,031-757-9315,경기도 성남시 분당구 불곡남로7번길 4-1(정자동),경기도 성남시 분당구 정자동 223-5,http://www.jucoop.com,2019-10-16,3780000,경기도 성남시
온디자인(주),기타,혼합형,"컨텐츠웹쇼핑물, 인쇄 등",,,,천미애,031-701-0487,"경기도 성남시 중원구 산성대로 198, 303호(성남동, 영건센스빌)","경기도 성남시 중원구 성남동 2164, 영건센스빌 303호",http://www.on-design.co.kr,2019-10-16,3780000,경기도 성남시
