낚시터명,낚시터유형,소재지도로명주소,소재지지번주소,위도,경도,낚시터전화번호,수면적,주요어종,최대수용인원,수상시설물유형,이용요금,주요포인트,안전시설현황,편익시설현황,주변관광지,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
태극호좌대,바다,충청남도 태안군 남면 한바위길 10-11,충청남도 태안군 남면 한바위길 10-11,36.621567,126.348669,,208,우럭,45,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
백호좌대,바다,충청남도 태안군 남면 천수만로 340-54,충청남도 태안군 남면 천수만로 340-54,36.619584,126.3479666378,,292,우럭,63,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
토도수산,바다,충청남도 태안군 안면읍 대야로 323-45,충청남도 태안군 안면읍 대야로 323-45,36.4659242611,126.4154688004,,206,우럭,30,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
어성,바다,충청남도 태안군 안면읍 대야로 323-7,충청남도 태안군 안면읍 대야로 323-7,36.4654124,126.414806,,105,우럭,22,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
여정수산,바다,충청남도 태안군 안면읍 응지마을길 20-7,충청남도 태안군 안면읍 응지마을길 20-7,36.5175879896,126.345242,,221,우럭,48,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
천우수산,바다,충청남도 태안군 안면읍 대야로 304-41,충청남도 태안군 안면읍 대야로 304-41,36.4642742661,126.4163915594,,77,우럭,16,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
대박,바다,충청남도 태안군 고남면 안면대로 4407-239,충청남도 태안군 고남면 안면대로 4407-239,36.4182042,126.428521,,36,우럭,13,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
미조리,바다,충청남도 태안군 고남면 월고지길 49-7,충청남도 태안군 고남면 월고지길 49-7,36.3997134554,126.4263766207,,169,우럭,135,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
대일,바다,충청남도 태안군 고남면 고남리 125,충청남도 태안군 고남면 고남리 125,36.407639,126.422090,,128,우럭,13,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
안면도영목항,바다,충청남도 태안군 고남면 안면대로 4558,충청남도 태안군 고남면 안면대로 4558,36.400055,126.426424,,81,우럭,19,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
영목수산좌대,바다,충청남도 태안군 고남면 월고지길 53,충청남도 태안군 고남면 월고지길 53,36.399587,126.4265487,,125,우럭,49,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
경남수산,바다,충청남도 태안군 고남면 탄개길 33,충청남도 태안군 고남면 탄개길 33,36.4081029521,126.422973,,242,우럭,51,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
무네미,저수지,경기도 포천시 군내면 유교로88번길 43,경기도 포천시 군내면 유교리 751,37.86691058,127.1948154,031-543-2278,2000,붕어등,90,"좌대, 방갈로","30,000",,"구명부환, 구명조끼","화장실, 세면장",아트밸리,031-538-3862,포천시,2019-09-09,5600000,경기도 포천시
밤밭,저수지,경기도 포천시 포천로 912번길 143-94,경기도 포천시 가산면 마전리 251-2,37.8425242,127.2136059,,58312,붕어등,60,"좌대, 방갈로","30,000",,"구명부환, 구명조끼, 관리선","화장실, 세면장",고모리저수지,031-538-3862,포천시,2019-09-09,5600000,경기도 포천시
밤밭실내낚시터,기타,,경기도 포천시 가산면 마전리 251-2,37.8425242,127.2136328,031-533-2123,495.58,붕어등,79,좌대,"30,000",,"구명부환, 구명조끼","화장실, 세면장",고모리저수지,031-538-3862,포천시,2019-09-09,5600000,경기도 포천시
새마을,저수지,경기도 포천시 군내면 좌의길79,경기도 포천시 군내면 좌의리 369-3,37.8626230,127.2152278,031-535-2007,15000,붕어등,130,"좌대, 방갈로","30,000",,"구명부환, 구명조끼","화장실, 세면장",아트밸리,031-538-3862,포천시,2019-09-09,5600000,경기도 포천시
수목원,기타,,경기도 포천시 소흘읍 직동리 80-4,37.76622277,127.1690845,031-543-6747,1150.5,붕어등,30,좌대,"30,000",,"구명부환, 구명조끼","화장실, 세면장",고모리저수지,031-538-3862,포천시,2019-09-09,5600000,경기도 포천시
문광낚시터,저수지,충청북도 괴산군 문광면 괴산로양곡5길44,,36.7688733,127.7473014,043-834-4456,203000,붕어,100,수상좌대10동,"15,000",,"소화기,구명조끼,구명동의.구명줄","매점,화장실",,043-830-3244,괴산군청 축수산과,2019-05-03,4460000,충청북도 괴산군
필봉정낚시터,평지,,경상남도 김해시 대동면 괴정리 311-2,35.2616666,128.983630,055-338-2359,2314,잉어+붕어,45,고정형,15000,,"구명부환1, 소화기2, 구급약품",화장실,,055-330-4349,경상남도 김해시 농축산과,2019-09-11,5350000,경상남도 김해시
다낚아 낚시카페 김해점,기타,경상남도 김해시 함박로119번길 17,경상남도 김해시 외동 1259-4,35.2336342945,128.867258147,055-330-4349,58.275,붕어+비단잉어,30,고정형,10000,,"구명부환1, 소화기3, 구급약품",화장실,,055-330-4349,경상남도 김해시 농축산과,2019-09-11,5350000,경상남도 김해시
태안바다,바다,충청남도 태안군 태안읍 중앙로 187,충청남도 태안군 태안읍 중앙로 187,36.749468,126.308131,,150,우럭,40,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
갈음이 해상낚시공원,바다,충청남도 태안군 근흥면 갈음이길 105-1,충청남도 태안군 근흥면 갈음이길 105-1,36.6944106772,126.159344,,5674,우럭,48,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
해성좌대,바다,충청남도 태안군 남면 한바위길 6-24,충청남도 태안군 남면 한바위길 6-24,36.6214277766,126.3473429510,,120,우럭,26,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
성호1좌대,바다,충청남도 태안군 남면 한바위길 10-17,충청남도 태안군 남면 한바위길 10-17,36.655894,126.302754,,143,우럭,31,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
성호좌대,바다,충청남도 태안군 남면 한바위길 10-17,충청남도 태안군 남면 한바위길 10-17,36.655894,126.302754,,163,우럭,35,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
만길호좌대,바다,충청남도 태안군 남면 한바위길 36-9,충청남도 태안군 남면 한바위길 36-9,36.6207521884,126.3536714868,,164,우럭,35,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
태극호좌대,바다,충청남도 태안군 남면 한바위길 10-1,충청남도 태안군 남면 한바위길 10-1,36.6212368734,126.350006,,173,우럭,37,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
남용호좌대,바다,충청남도 태안군 남면 당암리 1-12,충청남도 태안군 남면 당암리 1-12,36.619672,126.354366,,455,우럭,90,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
대원호좌대,바다,충청남도 태안군 남면 한바위길 54-10,충청남도 태안군 남면 한바위길 54-10,36.621556,126.3543847394,,319,우럭,69,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
수성호좌대,바다,충청남도 태안군 남면 한바위길 54-12,충청남도 태안군 남면 한바위길 54-12,36.6213568755,126.354174,,335,우럭,73,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
해인호좌대,바다,충청남도 태안군 남면 한바위길 36-21,충청남도 태안군 남면 한바위길 36-21,36.6203149089,126.354128,,166,우럭,35,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
황금좌대,바다,충청남도 태안군 남면 천수만로 340-7,충청남도 태안군 남면 천수만로 340-7,36.621423,126.3467616955,,173,우럭,37,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
신진좌대,바다,충청남도 태안군 남면 한바위길 36-7,충청남도 태안군 남면 한바위길 36-7,36.6208674542,126.353658,,152,우럭,37,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
힐링호좌대,바다,충청남도 태안군 남면 한바위길 54-16,충청남도 태안군 남면 한바위길 54-16,36.6209496831,126.3541974882,,231,우럭,50,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
썸피싱카페낚시터,평지,경기도 파주시 금정18길 20,경기도 파주시 금촌동 71-9,37.7609330243,126.7749398393,031-942-1385,0.1,"메기,붕어,잉어 등",17,고정형,20000,,"구명조끼,구급약품,소화기","화장실, 방송시설 등",,031-940-8593,파주시 농축산과,2020-03-19,4060000,경기도 파주시
신흥낚시터,저수지,충청북도 괴산군 불정면 신흥6길74-3,,36.8743841,127.7894488,043-833-4500,110000,붕어,130,수상좌대20동,"15,000",,"소화기,구명조끼,구명동의.구명줄","매점,화장실",,043-830-3244,괴산군청 축수산과,2019-05-03,4460000,충청북도 괴산군
추산낚시터,저수지,충청북도 괴산군 불정면 추산로 215,,36.909254804,127.819998656,043-833-7866,120000,붕어,30,고정형,"15,000",,"구명부환,소화기,구명조끼,구급약품",화장실,,043-830-3244,괴산군청 축수산과,2019-05-03,4460000,충청북도 괴산군
우지낚시터,평지,경상북도 문경시 갈밭길 7-13,경상북도 문경시 흥덕동 409,36.6089711629,128.210113114,,3960,메기,50,고정형,30000,,구명부환+소화기,화장실+쓰레기통,,054-550-6281,문경시,2019-05-01,5120000,경상북도 문경시
낙산낚시터,저수지,경상북도 칠곡군 지천면 낙산리 95,경상북도 칠곡군 지천면 낙산리 95,35.9498336,128.5299419,,5487,"붕어류, 잉어류",40,고정형,15000,,"구명부환1개, 구급약품1세트, 소화기1점, 방송통신시설",화장실+쓰레기통,,054-979-6495,칠곡군청 농림정책과,2019-06-21,5220000,경상북도 칠곡군
천평지낚시터,저수지,경상북도 칠곡군 가산면 금화리 36,경상북도 칠곡군 가산면 금화리 36,36.0758559,128.5497388,054-971-1528,32190,"붕어류, 잉어류",50,고정형,25000,,"구명부환1개, 구급약품1세트, 소화기1점",화장실+쓰레기통,,054-979-6495,칠곡군청 농림정책과,2019-06-21,5220000,경상북도 칠곡군
호암낚시터,저수지,경상북도 칠곡군 약목면 남계5길 143-9,경상북도 칠곡군 약목면 남계리 1046,36.0247690685,128.355240477,054-975-0701,28000,"붕어류, 잉어류",60,고정형,20000,,"구명부환1개, 구급약품1세트, 소화기1점, 방송통신시설",화장실+쓰레기통,,054-979-6495,칠곡군청 농림정책과,2019-06-21,5220000,경상북도 칠곡군
도속지낚시터,저수지,경상북도 칠곡군 북삼읍 오평리 1381,경상북도 칠곡군 북삼읍 오평리 1381,36.0550466,128.368055,,16561,붕어류,70,고정형,10000,,"구명부환1개, 구급약품1세트, 소화기2점",화장실+쓰레기통,,054-979-6495,칠곡군청 농림정책과,2019-06-21,5220000,경상북도 칠곡군
봇또랑낚시터,기타,경상북도 칠곡군 북삼읍 외율5길 48,경상북도 칠곡군 북삼읍 율리 549-5,36.0545246968,128.340524573,054-974-1604,343,"붕어류, 송어류, 잉어류",60,고정형,10000,,"구명부환1개, 구급약품1세트, 소화기1점, 방송통신시설",화장실+쓰레기통,,054-979-6495,칠곡군청 농림정책과,2019-06-21,5220000,경상북도 칠곡군
니모실내낚시터,기타,경상북도 칠곡군 왜관읍 중앙로 215,경상북도 칠곡군 왜관읍 왜관리 212-25,35.9941092,128.398931038,,38,"붕어류, 잉어류",50,고정형,10000,,"구명부환1개, 구급약품1세트, 소화기1점",화장실+쓰레기통,,054-979-6495,칠곡군청 농림정책과,2019-06-21,5220000,경상북도 칠곡군
수정낚시터,평지,충청남도 금산군 군북면 군북로 1057,충청남도 금산군 군북면 조정리 291,36.1973735,127.5203000120,041-752-2191,6381,붕어,45,고정형,1일 20000,,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,"하늘물빛정원, 아토피치유마을",041-750-2572,충청남도 금산군청,2019-07-09,4550000,충청남도 금산군
불갑지,저수지,,전라남도 영광군 불갑면 방마리 271,35.225842,126.520672,,16890000,모래무지+붕어+월남붕어+잉어,20,부유형,관리기관 문의,,관리기관 문의,관리기관 문의,,,전라남도 영광군청,2019-06-21,4970000,전라남도 영광군
평사낚시터,저수지,,경상북도 경산시 진량읍 평사리 42-2,35.885324,128.868753,053-810-6708,1255,잉어+향어,103,고정형,1일 30000원,,구명줄+구명부환+구급상자+소화기,낚시용품 사무실,,053-810-6729,경상북도 경산시청,2019-09-01,5130000,경상북도 경산시
두메낚시터,계곡,경상북도 경산시 남천면 신방길 39,,35.7607100751,128.777166527,053-813-7980,2244,메기+붕어+잉어,20,고정형,1일 30000원,,구명줄+구명부환+소화기,낚시용품 사무실,,053-810-6729,경상북도 경산시청,2019-09-01,5130000,경상북도 경산시
양화금체험낚시터,바다,경상남도 남해군 삼동면 양화금로 285-2,경상남도 남해군 삼동면 동천리 304-2,34.8191658,128.0600122,055-867-6563,51000,감성돔+볼락+문어+도다리,20,부유형,"1인 20,000원",,구명부환+소화기+구명로프+구급약품,화장실|+쓰레기통,,,경상남도 남해군청,2019-06-24,5430000,경상남도 남해군
인어좌대,바다,충청남도 태안군 고남면 구매길 41-1,충청남도 태안군 고남면 구매길 41-1,36.4255319611,126.426836,,392,우럭,66,부유형,100000,,구명부환+소화기,화장실,,041-670-2415,충청남도 태안군,2019-05-31,4620000,충청남도 태안군
