육교명,도로종류,도로노선번호,도로노선명,소재지도로명주소,위도,경도,육교연장,육교높이,허용통행하중,통행제한높이,육교폭,난간높이,조명개수,장애인편의시설설치여부,장애인편의시설종류,장애인편의시설수량,부대시설종류,부대시설수량,육교준공일자,내진설계적용여부,안전등급,사용제한구분,육교보수보강내역,최종안전점검유형,최종안전점검일자,관리기관명,데이터기준일자,제공기관코드,제공기관명
동신육교,기타,해당없음,온천대로,충청남도 아산시 온천대로,36.7791677,127.0152515,,,,4.6,,,,N,없음,,,,, ,보통,제한없음,,정밀점검,2017-08-09,아산시청,2019-09-23,4520000,충청남도 아산시
갈산하늘다리(보도육교),지방도,713호선,이서남로,전라북도 완주군 이서면 금평리 788,35.8190696,127.0441221,,,,4.8,,,,Y,승강기,,,,, ,양호,제한없음,,정기점검,2020-04-01,전라북도 완주군 도로교통과,2020-04-07,4720000,전라북도 완주군
삼례육교,기타,번,삼례역로,전라북도 완주군 삼례읍 후정리 279-3번지,35.9070824,127.062021,,,,4.8,,,,Y,승강기,,,,, ,양호,제한없음,,정기점검,2020-04-01,전라북도 완주군 도로교통과,2020-04-07,4720000,전라북도 완주군
한매육교,지방도,357,없음,경기도 파주시 목동동 산80-3,37.7294968,126.7375778,52.5,,3.5,4.5,4.5,,,Y,"승강기, 경사로",4,엘리베이터,2,,N,보통,제한없음,,정기점검,2018-10-25,파주시 도로관리사업소,2019-09-06,4060000,경기도 파주시
한마루육교,기타,없음,책향기로,경기도 파주시 목동동 645,37.7294552,126.7472994,47,,3.5,4.5,4.5,,,Y,승강기,2,엘리베이터,2,,N,보통,제한없음,,정기점검,2018-10-25,파주시 도로관리사업소,2019-09-06,4060000,경기도 파주시
짚풀육교,기타,없음,교하로,경기도 파주시 목동동 926,37.7295354,126.7347078,28,,3.5,4.5,4.5,,,Y,승강기,2,엘리베이터,2,,N,보통,제한없음,,정기점검,2018-10-25,파주시 도로관리사업소,2019-09-06,4060000,경기도 파주시
한울육교,기타,없음,한울로,경기도 파주시 동패동 1903,37.7113496,126.7367353,28,,3.5,4.5,4.5,,,Y,"승강기,경사로",4,엘리베이터,2,,N,보통,제한없음,,정기점검,2018-10-25,파주시 도로관리사업소,2019-09-06,4060000,경기도 파주시
오름육교,기타,없음,한빛로,경기도 파주시 야당동 990,37.7132071,126.7539104,28,,3.5,4.5,4.5,,,Y,승강기,2,엘리베이터,2,,N,보통,제한없음,,정기점검,2018-10-25,파주시 도로관리사업소,2019-09-06,4060000,경기도 파주시
오솔육교,지방도,359,없음,경기도 파주시 야당동 998,37.7119839,126.7592107,46,,3.5,4.5,4.5,,,Y,"승강기,경사로",4,엘리베이터,2,,N,보통,제한없음,,정기점검,2018-10-25,파주시 도로관리사업소,2019-09-06,4060000,경기도 파주시
한빛육교,기타,없음,심학산로,경기도 파주시 와동동 1403,37.7169547,126.7537164,33,,3.5,4.5,4.5,,,Y,"승강기,경사로",4,엘리베이터,2,,N,보통,제한없음,,정기점검,2018-10-25,파주시 도로관리사업소,2019-09-06,4060000,경기도 파주시
해솔육교,기타,없음,와석순환로,경기도 파주시 목동동 676,37.7240939,126.7470116,33,,3.5,4.5,4.5,,,Y,"승강기,경사로",4,엘리베이터,2,,N,보통,제한없음,,정기점검,2018-10-25,파주시 도로관리사업소,2019-09-06,4060000,경기도 파주시
중앙육교,기타,없음,청석로,경기도 파주시 동패동 1745-2,37.722852,126.717322,108,,3.5,4.5,3,,,N,없음,0,없음,0,,N,보통,제한없음,,정기점검,2018-10-25,파주시 도로관리사업소,2019-09-06,4060000,경기도 파주시
교하육교,지방도,56,없음,경기도 파주시 문발동 621-1,37.724651,126.708842,33,,3.5,4.5,3,,,N,없음,0,없음,0,,N,보통,제한없음,,정기점검,2018-10-25,파주시 도로관리사업소,2019-09-06,4060000,경기도 파주시
수억고육교,기타,없음,우계로,경기도 파주시 향양리 714-2,37.843418,126.812741,34,,3.5,4.5,2,,,N,없음,0,없음,0,,N,보통,제한없음,,정기점검,2018-10-25,파주시 도로관리사업소,2019-09-06,4060000,경기도 파주시
제물포보도육교,구도,제물포역과 도화역사이,1호선(경인선),인천광역시 미추홀구 석정로 240번길 25,37.466666,126.662339,30,7,,7,3,,,N,없음,,없음,,2006-08-01, ,보통,제한없음,,정기점검,2019-12-13,인천광역시 미추홀구청,2020-04-07,3510500,인천광역시 미추홀구
고속종점보도육교,구도,120번,경인고속,인천광역시 미추홀구 아암대로 53,37.456914,126.636166,41.5,5,,5,3.7,,,N,없음,,없음,,1999-12-08, ,보통,제한없음,,정기점검,2019-12-30,인천광역시 미추홀구청,2020-04-07,3510500,인천광역시 미추홀구
낙섬사거리보도육교,구도,낙섬사거리,"매소홀로, 아암대로",인천광역시 미추홀구 매소홀로 45,37.450767,126.631521,88,4.5,,4.5,3,,,Y,경사로,3,없음,,2002-11-19, ,보통,제한없음,"기둥, 거더, 계단 보수",정기점검,2019-12-09,인천광역시 미추홀구청,2020-04-07,3510500,인천광역시 미추홀구
관교보도육교,구도,관교여중사거리,경원대로,인천광역시 미추홀구 경원대로 691,37.445294,126.690022,126,5.5,,5.5,3.8,,,Y,경사로,2,없음,,1999-12-19, ,보통,제한없음,"기둥, 거더, 계단 보수",정기점검,2019-12-06,인천광역시 미추홀구청,2020-04-07,3510500,인천광역시 미추홀구
주안동 보도육교,구도,주안역과간석역사이,1호선(경인선),인천광역시 미추홀구 염창로 114-42,37.464461,126.686093,30,7,,7,2,,,N,없음,,없음,,2000-12-26, ,보통,제한없음,,정기점검,2019-11-18,인천광역시 미추홀구청,2020-04-07,3510500,인천광역시 미추홀구
용현동보도육교,구도,인주대로와 경인남길 교차점,"경인남길,경인북길",인천광역시 미추홀구 경인북길 245,37.454496,126.661336,56,5,,5,3.65,,,N,없음,,없음,,2001-07-13, ,보통,제한없음,"기둥, 거더, 계단 보수",정기점검,2019-12-13,인천광역시 미추홀구청,2020-04-07,3510500,인천광역시 미추홀구
숭의보도육교,구도,석정로92번길과 126번길교차점,1호선(경인선),인천광역시 미추홀구 참외전로 317,37.466768,126.649237,32,7,,7,4,,,N,없음,,없음,,1992-12-20, ,양호,제한없음,,정기점검,2019-11-01,인천광역시 미추홀구청,2020-04-07,3510500,인천광역시 미추홀구
도화동보도육교,구도,도화역과주안역사이,1호선(경인선),인천광역시 미추홀구 숙골로 24번길 46,37.465827,126.671024,40,7,,7,4,,,N,없음,,없음,,1992-11-19, ,양호,제한없음,,정기점검,2019-12-09,인천광역시 미추홀구청,2020-04-07,3510500,인천광역시 미추홀구
인천터미널경관육교,구도,터미널사거리근처,인하로,인천광역시 미추홀구 연남로 35,37.443245,126.701771,36.7,5,,5,4.5,,,Y,엘리베이터,,엘리베이터,2,2011-02-01, ,양호,제한없음,,정기점검,2019-10-07,인천광역시 미추홀구청,2020-04-07,3510500,인천광역시 미추홀구
영광중앙육교,기타,중로1-1,중로1-1호선,전라남도 영광군 영광읍 물무로,35.277492,126.506635,35,5.8,,5,2.5,1.1,0,N,없음,0,없음,0,2005-01-01,N,양호,제한없음,,정기점검,2018-07-25,전라남도 영광군청,2020-04-01,4970000,전라남도 영광군
북문재1교,기타,중로2-1,중로2-1호선,전라남도 영광군 영광읍 중앙로,35.281822,126.513171,50,7.3,,6.5,2.5,1.1,6,N,없음,0,없음,0,2004-01-01,N,양호,제한없음,,정기점검,2018-07-25,전라남도 영광군청,2020-04-01,4970000,전라남도 영광군
북문재2교,기타,소로3-1,소로3-1호선,전라남도 영광군 영광읍 물무로2길,35.281840,126.511980,50,5.8,,5,2.5,1.1,4,N,없음,0,없음,0,,N,양호,제한없음,,정기점검,2018-07-25,전라남도 영광군청,2020-04-01,4970000,전라남도 영광군
법성육교,지방도,842호선,군서~홍농,전라남도 영광군 법성면 연우로,35.365058,126.443155,54.6,6.5,,6,2.6,1.8,0,N,없음,0,없음,0,,N,양호,제한없음,,정기점검,2018-07-25,전라남도 영광군청,2020-04-01,4970000,전라남도 영광군
홍농육교,지방도,15호선,외나로도~영광,전라남도 영광군 홍농읍 홍농로,35.399074,126.443144,36,5,,4,3,1,4,N,없음,0,없음,0,,N,양호,제한없음,,정기점검,2018-07-25,전라남도 영광군청,2020-04-01,4970000,전라남도 영광군
양변보도육교,일반국도,23번,천안~서울,경기도 안성시 미양면 보체리 254-5,36.96346402,127.2475563,36,,,5,,,,Y,승강기,,,,,N,보통,제한없음,,정기점검,2018-01-03,경기도,2020-03-31,4080000,경기도 안성시
만정보도육교,지방도,38번,서산~동해,경기도 안성시 공도읍 만정리 산139-10,37.00301358,127.1765737,26,,,5,,,,Y,승강기,,,,,N,보통,제한없음,,정기점검,2018-11-30,경기도 안성시청,2020-03-31,4080000,경기도 안성시
송원보도육교,일반국도,38번,서산~동해,경기도 안성시 공도읍 만정리 836,37.00430192,127.1726386,59,,,5,,,,Y,경사로,,,,,N,보통,제한없음,,정기점검,2018-01-30,국토교통부,2020-03-31,4080000,경기도 안성시
건지보도육교,시도,27호선,현매~모산,경기도 안성시 옥산동 438-81,37.01339361,127.2542459,34,,,5,,,,N,없음,,,,,N,보통,제한없음,,정기점검,2018-11-30,경기도 안성시청,2020-03-31,4080000,경기도 안성시
고성보도육교,기타,도로아님,경부선,대구광역시 북구 고성동1가 95-4,35.878123,128.585014,30,8,,7.5,4,,,Y,엘리베이터,,캐노피,1,2015-12-01, ,양호,제한없음,,정기점검,2020-03-10,대구광역시 북구청,2020-03-31,3450000,대구광역시 북구
팔달육교,시도,대로1-9호선,팔달로,대구광역시 북구 팔달동 130-1,35.898654,128.548255,33,5.5,,5,3,,,Y,엘리베이터,,캐노피,1,1992-09-01, ,양호,제한없음,,정기점검,2020-03-10,대구광역시 북구청,2020-03-31,3450000,대구광역시 북구
복현육교,시도,대로2-6호선,공항로,대구광역시 북구 경진로 47,35.893265,128.617060,25,5,,4.5,4,,,N,없음,,캐노피,1,1996-08-29, ,양호,제한없음,,정기점검,2020-03-10,대구광역시 북구청,2020-03-31,3450000,대구광역시 북구
검단육교,시도,대로1-39호선,검단로,대구광역시 북구 산격동 1543,35.901150,128.615790,31.1,5,,4.5,4,,,N,없음,,캐노피,1,1998-06-09, ,양호,제한없음,,정기점검,2020-03-10,대구광역시 북구청,2020-03-31,3450000,대구광역시 북구
동북육교,시도,대로1-4호선,동북로,대구광역시 북구 경진로 47,35.893265,128.617060,29.8,5.3,,4.5,4,,,N,없음,,캐노피,1,1998-05-16, ,양호,제한없음,,정기점검,2020-03-10,대구광역시 북구청,2020-03-31,3450000,대구광역시 북구
동호육교,시도,광로2-9호선,호국로,대구광역시 북구 학정동 451-6,35.957425,128.566076,46,4.7,,4.5,4,,,N,없음,,-,0,1998-10-10, ,양호,제한없음,,정기점검,2020-03-11,대구광역시 북구청,2020-03-31,3450000,대구광역시 북구
태현육교,시도,대로1-9호선,태전로,대구광역시 북구 태전동 56-2,35.930045,128.539857,31,4.5,,4.5,4,,,N,없음,,-,0,1999-02-01, ,양호,제한없음,,정기점검,2020-03-11,대구광역시 북구청,2020-03-31,3450000,대구광역시 북구
동천육교,시도,대로1-11호선,학정로,대구광역시 북구 구암동 832-2,35.942854,128.563635,69.5,5,,4.5,6,,,N,없음,,-,0,1999-10-30, ,양호,제한없음,,정기점검,2020-03-11,대구광역시 북구청,2020-03-31,3450000,대구광역시 북구
구암육교,시도,대로1-11호선,학정로,대구광역시 북구 구암동 832-2,35.939327,128.562937,74,5,,4.5,6,,,N,없음,,-,0,1999-10-30, ,양호,제한없음,,정기점검,2020-03-11,대구광역시 북구청,2020-03-31,3450000,대구광역시 북구
대구역육교,시도,대로1-3호선,중앙대로,대구광역시 북구 칠성동2가 302-155,35.876421,128.594877,51,5.7,,4.3,4,,,N,없음,,-,0,2003-07-09, ,양호,제한없음,,정기점검,2020-03-11,대구광역시 북구청,2020-03-31,3450000,대구광역시 북구
사수육교,시도,중로1-294호선,내곡로,대구광역시 북구 사수동 979,35.901559,128.513193,34,5,,4.5,4,,,Y,경사로,,-,0,2013-07-31, ,양호,제한없음,,정기점검,2020-03-11,대구광역시 북구청,2020-03-31,3450000,대구광역시 북구
한강육교,시도,중로2-266호선,한강로,대구광역시 북구 사수동 987,35.896916,128.513164,32,5,,4.5,4,,,Y,경사로,,-,0,2013-07-31, ,양호,제한없음,,정기점검,2020-03-11,대구광역시 북구청,2020-03-31,3450000,대구광역시 북구
성광여고육교,시도,광3-4,남부순환도로,울산광역시 남구 무거동 1610,35.541517,129.264941,41.4,,,4.5,4,,,N,없음,,,,2000-01-01,N,양호,제한없음,,정기점검,2019-12-28,울산광역시,2020-03-27,6310000,울산광역시
서부초교육교,시도,중1-55,봉수로,울산광역시 동구 서부동 산137-21,35.525128,129.424415,21,,,5,4,,,N,없음,,,,1995-01-01,N,양호,제한없음,,정기점검,2019-12-28,울산광역시,2020-03-27,6310000,울산광역시
녹수초교육교,시도,중1-55,봉수로,울산광역시 동구 서부동 257-20,35.530089,129.429991,25.5,,,4.8,4,,,N,없음,,,,1998-01-01,N,양호,제한없음,,정기점검,2019-12-28,울산광역시,2020-03-27,6310000,울산광역시
청운여중육교,시도,대3-12,방어진순환도로,울산광역시 동구 서부동 288-2,35.536263,129.429451,26,,,5,4,,,N,없음,,,,1998-01-01,N,양호,제한없음,,정기점검,2019-12-28,울산광역시,2020-03-27,6310000,울산광역시
내황초교육교,시도,중1-29,반구로,울산광역시 중구 반구1동 398-2,35.552009,129.348251,19.9,,,4.5,4,,,N,없음,,,,2006-01-01,N,양호,제한없음,,정기점검,2019-12-28,울산광역시,2020-03-27,6310000,울산광역시
우정교보행육교(가칭),시도,대2-18,이예로,울산광역시 중구 태화동 243-2,35.559841,129.292801,45.5,,,4.5,3.5,,,Y,엘리베이터,,,,2016-01-01,N,양호,제한없음,,정기점검,2019-12-28,울산광역시,2020-03-27,6310000,울산광역시
백운육교,시도,3호선,독립로,광주광역시 남구 독립로46,35.137708,126.9017983774,19,5.1,,5.1,3.4,,,N,없음,,,,,Y,보통,제한없음,,정기점검,2019-12-17,광주광역시남구청,2020-03-18,3610000,광주광역시 남구
월산육교,시도,5호선,월산로,광주광역시 남구 월산로 109-1,35.147768,126.897179,16.6,4.7,,4.5,3,,,N,없음,,,,,Y,보통,제한없음,,정기점검,2019-12-17,광주광역시남구청,2020-03-18,3610000,광주광역시 남구
대성육교,시도,8호선,중앙로,광주광역시 남구 중앙로 64,35.143244,126.905334,19.8,4.4,,4.2,3,,,N,없음,,,,,Y,보통,제한없음,,정기점검,2019-12-17,광주광역시남구청,2020-03-18,3610000,광주광역시 남구
효천육교,시도,5호선,서문대로,광주광역시 남구 서문대로 401,35.104079,126.8787966722,33.3,5.7,,5.7,4,,,N,없음,,,,,Y,양호,제한없음,,정기점검,2019-12-17,광주광역시남구청,2020-03-18,3610000,광주광역시 남구
제석산구름다리,구도,174호선,제석로,광주광역시 남구 봉선동 산128-2,35.117645,126.906491,76,37,,0,2,,,N,없음,,,,,Y,양호,제한없음,,정기점검,2019-12-17,광주광역시남구청,2020-03-18,3610000,광주광역시 남구
효덕1육교,시도,5호선,서문대로,광주광역시 남구 서문대로 625,35.1153281697,126.897384,38.8,5.7,,4.8,3.5,,,Y,승강기,2,,,,Y,보통,제한없음,,정기점검,2019-12-17,광주광역시남구청,2020-03-18,3610000,광주광역시 남구
효덕2육교,시도,5호선,서문대로,광주광역시 남구 서문대로 552,35.110295,126.893261,41.7,5.5,,4.8,3.5,,,N,없음,,,,,Y,보통,제한없음,,정기점검,2019-12-17,광주광역시남구청,2020-03-18,3610000,광주광역시 남구
달맞이육교,시도,32호선,효우로,광주광역시 남구 효우로 79,35.106506,126.904673,36.5,5,,5,3,,,Y,경사로,2,,,,Y,양호,제한없음,,정기점검,2019-12-17,광주광역시남구청,2020-03-18,3610000,광주광역시 남구
행암육교,시도,35호선,효우로,광주광역시 남구 효우2로 20,35.099151,126.887014,42.5,5.5,,4.5,4.5,,,Y,승강기,2,,,,Y,양호,제한없음,,정기점검,2019-12-17,광주광역시남구청,2020-03-18,3610000,광주광역시 남구
대덕문화육교,시도,24번,대로1류,대구광역시 남구 앞산순환로 478,35.83205032,128.5768738,39,4.5,,4.5,3,1.1,7,N,없음,,,,2002-06-28, ,양호,제한없음,육교 도색 및 누수방지 등(2017),정기점검,2019-12-16,대구광역시남구청,2020-03-23,3440000,대구광역시 남구
대명육교,시도,1번,광로3류,대구광역시 남구 대명로 100,35.83940887,128.5682678,34,4.5,,4.5,3,1.2,8,N,없음,,,,1987-12-24, ,양호,제한없음,육교 도색 및 누수방지 등(2017),정기점검,2019-12-16,대구광역시남구청,2020-03-23,3440000,대구광역시 남구
건지보도육교,시도,120,인천대로,인천광역시 서구 가석로54,37.491498,126.675333,152,5.6,,5.5,4,2,11,Y,경사로,2,N,0,2003-07-31,N,보통,제한없음,,정기점검,2019-05-17,인천광역시 서구,2020-02-28,3560000,인천광역시 서구
가좌보도육교,시도,120,인천대로,인천광역시 서구 가석로126번안길2,37.495707,126.675578,90,5.6,,4.7,4,2,4,Y,경사로,2,N,0,1996-07-31,N,보통,제한없음,,정기점검,2019-05-17,인천광역시 서구,2020-02-28,3560000,인천광역시 서구
거북시장보도육교,시도,120,인천대로,인천광역시 서구 가석로206,37.503022,126.676031,74,5.6,,5.3,4,2,66,Y,경사로,2,N,0,1998-07-31,N,보통,제한없음,,정기점검,2019-05-17,인천광역시 서구,2020-02-28,3560000,인천광역시 서구
석남보도육교,시도,120,인천대로,인천광역시 서구 가석로257,37.509741,126.676415,52.5,5.6,,4.6,5,2,3,Y,경사로,2,N,0,1991-07-31,N,미흡,제한없음,,정기점검,2019-05-17,인천광역시 서구,2020-02-28,3560000,인천광역시 서구
