보행자전용도로명,시도명,시군구명,법정동명,지정일자,운영방식구분,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,보행자전용도로시작점위도,보행자전용도로시작점경도,보행자전용도로종료점위도,보행자전용도로종료점경도,자전거보행자겸용도로구분,보행자전용도로폭,보차분리여부,지정목적,관리점검일자,관리점검결과,유지보수내용,영상정보기처리기기설치개수,보안등설치개수,횡단보도설치개수,방호울타리설치개수,차량진입억제용말뚝설치개수,속도저감시설설치개수,교통표지판설치개수,이정표설치개수,점자블럭설치개수,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
이서면 소로3-16(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830951,127.019605,35.830953,127.019814,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-17(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830951,127.019919,35.830953,127.020265,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-18(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830953,127.020370,35.830953,127.020611,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-19(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830953,127.020611,35.830951,127.020818,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-20(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830951,127.020919,35.830951,127.020260,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-21(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830717,127.021870,35.830717,127.022208,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-22(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830717,127.022310,35.830717,127.022519,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
이서면 소로3-23(혁신),전라북도,완주군,이서면,2008-03-04,전일제,00:00,23:59,00:00,23:59,35.830717,127.022519,35.830722,127.022739,전용,6,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
소3-34,인천광역시,남동구,논현동,,전일제,00:00,00:00,00:00,00:00,37.407012,126.711682,37.407022,126.711481,,5,,보행환경개선,2019-05-23,합격,,,,,,,,,,,남동구,032-453-2724,2020-01-14,3530000,인천광역시 남동구
소3-33,인천광역시,남동구,논현동,,전일제,00:00,00:00,00:00,00:00,37.407012,126.711682,37.407022,126.711481,,6,,보행환경개선,2019-05-23,합격,,,,,,,,,,,남동구,032-453-2724,2020-01-14,3530000,인천광역시 남동구
소3-32,인천광역시,남동구,논현동,,전일제,00:00,00:00,00:00,00:00,37.407012,126.711682,37.407022,126.711481,,6,,보행환경개선,2019-05-23,합격,,,,,,,,,,,남동구,032-453-2724,2020-01-14,3530000,인천광역시 남동구
소3-31,인천광역시,남동구,논현동,,전일제,00:00,00:00,00:00,00:00,37.407012,126.711682,37.407022,126.711481,,6,,보행환경개선,2019-05-23,합격,,,,,,,,,,,남동구,032-453-2724,2020-01-14,3530000,인천광역시 남동구
소3-30,인천광역시,남동구,논현동,,전일제,00:00,00:00,00:00,00:00,37.407012,126.711682,37.407022,126.711481,,6,,보행환경개선,2019-05-23,합격,,,,,,,,,,,남동구,032-453-2724,2020-01-14,3530000,인천광역시 남동구
소3-29,인천광역시,남동구,논현동,,전일제,00:00,00:00,00:00,00:00,37.407012,126.711682,37.407022,126.711481,,6,,보행환경개선,2019-05-23,합격,,,,,,,,,,,남동구,032-453-2724,2020-01-14,3530000,인천광역시 남동구
소3-28,인천광역시,남동구,논현동,,전일제,00:00,00:00,00:00,00:00,37.407012,126.711682,37.407022,126.711481,,4,,보행환경개선,2019-05-23,합격,,,,,,,,,,,남동구,032-453-2724,2020-01-14,3530000,인천광역시 남동구
소3-27,인천광역시,남동구,논현동,,전일제,00:00,00:00,00:00,00:00,37.407012,126.711682,37.407022,126.711481,,4,,보행환경개선,2019-05-23,합격,,,,,,,,,,,남동구,032-453-2724,2020-01-14,3530000,인천광역시 남동구
소3-26,인천광역시,남동구,논현동,,전일제,00:00,00:00,00:00,00:00,37.407012,126.711682,37.407022,126.711481,,4,,보행환경개선,2019-05-23,합격,,,,,,,,,,,남동구,032-453-2724,2020-01-14,3530000,인천광역시 남동구
소3-25,인천광역시,남동구,논현동,,전일제,00:00,00:00,00:00,00:00,37.407012,126.711682,37.407022,126.711481,,4,,보행환경개선,2019-05-23,합격,,,,,,,,,,,남동구,032-453-2724,2020-01-14,3530000,인천광역시 남동구
소3-24,인천광역시,남동구,논현동,,전일제,00:00,00:00,00:00,00:00,37.407012,126.711682,37.407022,126.711481,,4,,보행환경개선,2019-05-23,합격,,,,,,,,,,,남동구,032-453-2724,2020-01-14,3530000,인천광역시 남동구
소3-23,인천광역시,남동구,논현동,,전일제,00:00,00:00,00:00,00:00,37.407012,126.711682,37.407022,126.711481,,7,,보행환경개선,2019-05-23,합격,,,,,,,,,,,남동구,032-453-2724,2020-01-14,3530000,인천광역시 남동구
소3-22,인천광역시,남동구,논현동,,전일제,00:00,00:00,00:00,00:00,37.407012,126.711682,37.407022,126.711481,,6,,보행환경개선,2019-05-23,합격,,,,,,,,,,,남동구,032-453-2724,2020-01-14,3530000,인천광역시 남동구
소3-21,인천광역시,남동구,논현동,,전일제,00:00,00:00,00:00,00:00,37.407012,126.711682,37.407022,126.711481,,6,,보행환경개선,2019-05-23,합격,,,,,,,,,,,남동구,032-453-2724,2020-01-14,3530000,인천광역시 남동구
군도11호선,인천광역시,옹진군,북도면,2005-01-01,전일제,00:00,24:00,00:00,24:00,37.531010,126.431400,37.533100,126.427800,,2,Y,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 옹진군청,032-899-2924,2020-01-23,3580000,인천광역시 옹진군
군도11호선,인천광역시,옹진군,북도면,2005-01-01,전일제,00:00,24:00,00:00,24:00,37.531040,126.431200,37.528530,126.436600,,2,Y,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 옹진군청,032-899-2924,2020-01-23,3580000,인천광역시 옹진군
군도21호선,인천광역시,옹진군,연평면,2005-01-01,전일제,00:00,24:00,00:00,24:00,37.659690,125.700500,37.662840,125.703700,,2.5,Y,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 옹진군청,032-899-2924,2020-01-23,3580000,인천광역시 옹진군
군도41호선,인천광역시,옹진군,대청면,2015-01-01,전일제,00:00,24:00,00:00,24:00,37.838611,124.708080,37.832817,124.702536,,2,Y,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 옹진군청,032-899-2924,2020-01-23,3580000,인천광역시 옹진군
군도61호선,인천광역시,옹진군,자월면,2009-01-01,전일제,00:00,24:00,00:00,24:00,37.250540,126.311400,37.252820,126.307800,,2,Y,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 옹진군청,032-899-2924,2020-01-23,3580000,인천광역시 옹진군
군도71호선,인천광역시,옹진군,영흥면,2000-01-01,전일제,00:00,24:00,00:00,24:00,37.232930,126.541800,37.233040,126.537500,,1,Y,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 옹진군청,032-899-2924,2020-01-23,3580000,인천광역시 옹진군
군도76호선,인천광역시,옹진군,영흥면,,전일제,00:00,24:00,00:00,24:00,37.233310,126.536100,37.234970,126.537700,,1.5,Y,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 옹진군청,032-899-2924,2020-01-23,3580000,인천광역시 옹진군
군도76호선,인천광역시,옹진군,영흥면,,전일제,00:00,24:00,00:00,24:00,37.238020,126.534700,37.244840,126.533500,,2.7,Y,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 옹진군청,032-899-2924,2020-01-23,3580000,인천광역시 옹진군
군도71호선,인천광역시,옹진군,영흥면,2001-01-01,전일제,00:00,24:00,00:00,24:00,37.253850,126.511400,37.255430,126.498600,,1,Y,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 옹진군청,032-899-2924,2020-01-23,3580000,인천광역시 옹진군
군도71호선,인천광역시,옹진군,영흥면,,전일제,00:00,24:00,00:00,24:00,37.255550,126.497900,37.255700,126.498100,,1.9,Y,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 옹진군청,032-899-2924,2020-01-23,3580000,인천광역시 옹진군
군도72호선,인천광역시,옹진군,영흥면,,전일제,00:00,24:00,00:00,24:00,37.256190,126.500000,37.261880,126.497700,,2.5,Y,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 옹진군청,032-899-2924,2020-01-23,3580000,인천광역시 옹진군
군도71호선,인천광역시,옹진군,영흥면,,전일제,00:00,24:00,00:00,24:00,37.253280,126.466800,37.254590,126.463500,,1.5,Y,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 옹진군청,032-899-2924,2020-01-23,3580000,인천광역시 옹진군
군도71호선,인천광역시,옹진군,영흥면,,전일제,00:00,24:00,00:00,24:00,37.250740,126.458100,37.249590,126.456600,,3.8,Y,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 옹진군청,032-899-2924,2020-01-23,3580000,인천광역시 옹진군
군도75호선,인천광역시,옹진군,영흥면,2013-01-01,전일제,00:00,24:00,00:00,24:00,37.248940,126.479900,37.244690,126.480100,,1,Y,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 옹진군청,032-899-2924,2020-01-23,3580000,인천광역시 옹진군
군도71호선,인천광역시,옹진군,영흥면,2017-01-01,전일제,00:00,24:00,00:00,24:00,37.233040,126.537600,37.253880,126.511200,,3,Y,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 옹진군청,032-899-2924,2020-01-23,3580000,인천광역시 옹진군
봉동읍 소로3-66,전라북도,완주군,봉동읍,1997-10-09,전일제,00:00,23:59,00:00,23:59,35.929179,127.159711,35.928871,127.159904,전용,4,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
봉동읍 소로3-67,전라북도,완주군,봉동읍,1997-10-09,전일제,00:00,23:59,00:00,23:59,35.929486,127.160337,35.929486,127.160549,전용,4,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
봉동읍 소로3-68,전라북도,완주군,봉동읍,1997-10-09,전일제,00:00,23:59,00:00,23:59,35.928712,127.161136,35.9291820,127.161450,전용,4,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
봉동읍 소로3-69,전라북도,완주군,봉동읍,1997-10-09,전일제,00:00,23:59,00:00,23:59,35.928059,127.161818,35.928287,127.162129,전용,4,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
봉동읍 소로3-70,전라북도,완주군,봉동읍,1997-10-09,전일제,00:00,23:59,00:00,23:59,35.926745,127.163186,35.926965,127.163486,전용,4,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
봉동읍 소로3-71,전라북도,완주군,봉동읍,1997-10-09,전일제,00:00,23:59,00:00,23:59,35.926207,127.163738,35.926320,127.164071,전용,4,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
봉동읍 소로3-72,전라북도,완주군,봉동읍,1997-10-09,전일제,00:00,23:59,00:00,23:59,35.925525,127.163838,35.925434,127.164168,전용,4,Y,보행환경개선,2017-11-02,합격,,,,,,,,,,,전라북도 완주군청,063-290-2805,2020-01-03,4720000,전라북도 완주군
소로2-송촌45,대전광역시,대덕구,송촌동,1999-06-02,전일제,00:00,23:59,00:00,23:59,36.3624708,127.4379391,36.36275558,127.4395007,전용,8,Y,보행환경개선,2020-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2020-03-30,3680000,대전광역시 대덕구
소로2-송촌52,대전광역시,대덕구,송촌동,1999-06-02,전일제,00:00,23:59,00:00,23:59,36.361457,127.4387773,36.36152235,127.4387539,전용,8,Y,보행환경개선,2020-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2020-03-30,3680000,대전광역시 대덕구
소로2-송촌59,대전광역시,대덕구,송촌동,1999-06-02,전일제,00:00,23:59,00:00,23:59,36.36047974,127.4405828,36.36047974,127.4405828,전용,8,Y,보행환경개선,2020-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2020-03-30,3680000,대전광역시 대덕구
소로2-읍내29,대전광역시,대덕구,읍내동,1999-06-02,전일제,00:00,23:59,00:00,23:59,36.37745513,127.4273092,36.37747326,127.4274599,전용,8,Y,보행환경개선,2020-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2020-03-30,3680000,대전광역시 대덕구
소로2-중리49,대전광역시,대덕구,중리동,1999-06-02,전일제,00:00,23:59,00:00,23:59,36.36241449,127.4358731,36.36256545,127.4357919,전용,8,Y,보행환경개선,2020-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2020-03-30,3680000,대전광역시 대덕구
소로2-중리50,대전광역시,대덕구,중리동,1999-06-02,전일제,00:00,23:59,00:00,23:59,36.36241449,127.4358731,36.36202361,127.436189,전용,8,Y,보행환경개선,2020-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2020-03-30,3680000,대전광역시 대덕구
소로4-목상2,대전광역시,대덕구,목상동,1992-06-25,전일제,00:00,23:59,00:00,23:59,36.44636354,127.4104397,36.44673024,127.4110459,전용,4,Y,보행환경개선,2020-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2020-03-30,3680000,대전광역시 대덕구
소로4-목상3,대전광역시,대덕구,목상동,1992-06-25,전일제,00:00,23:59,00:00,23:59,36.44678562,127.4112657,36.44665496,127.4113517,전용,4,Y,보행환경개선,2020-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2020-03-30,3680000,대전광역시 대덕구
소로4-목상4,대전광역시,대덕구,목상동,1992-06-25,전일제,00:00,23:59,00:00,23:59,36.44881254,127.4122635,36.44849251,127.4122809,전용,4,Y,보행환경개선,2020-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2020-03-30,3680000,대전광역시 대덕구
소2-38,인천광역시,연수구,연수동,,전일제,12:01,23:59,12:01,23:59,37.415389,126.677104,37.415575,126.677571,,8, ,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 연수구청,032-749-8525,2020-06-01,3520000,인천광역시 연수구
소2-49,인천광역시,연수구,동춘동,,전일제,12:01,23:59,12:01,23:59,37.407438,126.670302,37.407418,126.670602,,8, ,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 연수구청,032-749-8525,2020-06-01,3520000,인천광역시 연수구
소3-115,인천광역시,연수구,청학동,,전일제,12:01,23:59,12:01,23:59,37.418561,126.673872,37.418375,126.673675,,4, ,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 연수구청,032-749-8525,2020-06-01,3520000,인천광역시 연수구
소3-127,인천광역시,연수구,청학동,,전일제,12:01,23:59,12:01,23:59,37.416858,126.673058,37.417035,126.673254,,4, ,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 연수구청,032-749-8525,2020-06-01,3520000,인천광역시 연수구
소3-132,인천광역시,연수구,청학동,,전일제,12:01,23:59,12:01,23:59,37.425218,126.666675,37.424926,126.666484,,4, ,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 연수구청,032-749-8525,2020-06-01,3520000,인천광역시 연수구
소3-134,인천광역시,연수구,청학동,,전일제,12:01,23:59,12:01,23:59,37.424623,126.666285,37.424348,126.666105,,4, ,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 연수구청,032-749-8525,2020-06-01,3520000,인천광역시 연수구
소2-31,인천광역시,연수구,청학동,,전일제,12:01,23:59,12:01,23:59,37.417614,126.676681,37.417221,126.676266,,8, ,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 연수구청,032-749-8525,2020-06-01,3520000,인천광역시 연수구
소2-33,인천광역시,연수구,청학동,,전일제,12:01,23:59,12:01,23:59,37.417108,126.675671,37.416953,126.675911,,8, ,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 연수구청,032-749-8525,2020-06-01,3520000,인천광역시 연수구
소2-34,인천광역시,연수구,청학동,,전일제,12:01,23:59,12:01,23:59,37.415361,126.674589,37.415629,126.674876,,8, ,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 연수구청,032-749-8525,2020-06-01,3520000,인천광역시 연수구
소2-40,인천광역시,연수구,연수동,,전일제,12:01,23:59,12:01,23:59,37.416341,126.679275,37.416113,126.679039,,8, ,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 연수구청,032-749-8525,2020-06-01,3520000,인천광역시 연수구
소3-133,인천광역시,연수구,청학동,,전일제,12:01,23:59,12:01,23:59,37.424858,126.666441,37.424686,126.666327,,4, ,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 연수구청,032-749-8525,2020-06-01,3520000,인천광역시 연수구
소2-39,인천광역시,연수구,연수동,,전일제,12:01,23:59,12:01,23:59,37.416291,126.679624,37.416521,126.679864,,8, ,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 연수구청,032-749-8525,2020-06-01,3520000,인천광역시 연수구
소3-27,인천광역시,연수구,청학동,,전일제,12:01,23:59,12:01,23:59,37.428033,126.668178,37.427655,126.667982,,4, ,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 연수구청,032-749-8525,2020-06-01,3520000,인천광역시 연수구
소2-45,인천광역시,연수구,연수동,,전일제,12:01,23:59,12:01,23:59,37.413491,126.677157,37.413727,126.677409,,8, ,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 연수구청,032-749-8525,2020-06-01,3520000,인천광역시 연수구
소2-46,인천광역시,연수구,연수동,,전일제,12:01,23:59,12:01,23:59,37.413051,126.676408,37.413499,126.676882,,8, ,보행환경개선,2017-11-01,합격,,,,,,,,,,,인천광역시 연수구청,032-749-8525,2020-06-01,3520000,인천광역시 연수구
소로4-중리16,대전광역시,대덕구,중리동,1984-12-18,전일제,00:00,23:59,00:00,23:59,36.35943813,127.4315457,36.35943813,127.4315457,전용,4,Y,보행환경개선,2020-03-22,합격,,,,,,,,,,,대전광역시 대덕구청,042-608-5214,2020-03-30,3680000,대전광역시 대덕구
