시도명,시군구명,시티투어코스명,시티투어문의처,시티투어운영시간,시티투어운행방식,시티투어탑승장소명,시티투어코스정보,경유지주변관광정보,시티투어코스부가정보,운행정보,운행시작시각,운행종료시각,배차시간,이용요금,이용요금부가정보,홈페이지주소,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
경기도,화성시,바다의숨결,화성시지속가능발전협의회 031-366-8921+031-366-7110,"매주토~일요일, 공휴일 운영+단체(20인 이상) 평일 가능",고정형,"동탄역 2번출구, 화성시 미디어센터, 병점역, 동부출장소, 봉담읍, 향남읍, 남양모두누림센터",매화리염전-화성호철새탐조-궁평솔밭,,코스 변경 가능,"매주토~일요일, 공휴일 운영+단체(20인 이상) 평일 가능",09:00,17:00,420,23000원,"입장료 등 포함, 감면사항은 화성시 관광진흥에 관한 조례 12조의2 참조",http://tour.hscity.go.kr/citytour/,화성시청,031-5189-6017,2020-06-02,5530000,경기도 화성시
경기도,화성시,파도의숨결,화성시지속가능발전협의회 031-366-8921+031-366-7110,"매주토~일요일, 공휴일 운영+단체(20인 이상) 평일 가능",고정형,"동탄역 2번출구, 화성시 미디어센터, 병점역, 동부출장소, 봉담읍, 향남읍, 남양모두누림센터",국화도 또는 입파도,,코스 변경 가능,"매주토~일요일, 공휴일 운영+단체(20인 이상) 평일 가능",09:00,17:00,420,34000원,"입장료 도선료 등 포함, 감면사항은 화성시 관광진흥에 관한 조례 12조의2 참조",http://tour.hscity.go.kr/citytour/,화성시청,031-5189-6017,2020-06-02,5530000,경기도 화성시
경기도,화성시,자연의숨결,화성시지속가능발전협의회 031-366-8921+031-366-7110,"매주토~일요일, 공휴일 운영+단체(20인 이상) 평일 가능",고정형,"동탄역 2번출구, 화성시 미디어센터, 병점역, 동부출장소, 봉담읍, 향남읍, 남양모두누림센터",우리꽃식물원-제부도 또는 비봉습지,,코스 변경 가능,"매주토~일요일, 공휴일 운영+단체(20인 이상) 평일 가능",09:00,17:00,420,18000원,"입장료 등 포함, 감면사항은 화성시 관광진흥에 관한 조례 12조의2 참조",http://tour.hscity.go.kr/citytour/,화성시청,031-5189-6017,2020-06-02,5530000,경기도 화성시
경기도,화성시,평화의숨결,화성시지속가능발전협의회 031-366-8921+031-366-7111,"매주토~일요일, 공휴일 운영+단체(21인 이상) 평일 가능",고정형,"동탄역 2번출구, 화성시 미디어센터, 병점역, 동부출장소, 봉담읍, 향남읍, 남양모두누림센터","매향리, 제암리, 발안만세시장, 남양성모성지 등",,코스 변경 가능,"매주토~일요일, 공휴일 운영+단체(20인 이상) 평일 가능",09:00,17:00,420,18000원,"입장료 등 포함, 감면사항은 화성시 관광진흥에 관한 조례 12조의2 참조",http://tour.hscity.go.kr/citytour/,화성시청,031-5189-6017,2020-06-02,5530000,경기도 화성시
경기도,화성시,테마투어,화성시지속가능발전협의회 031-366-8921+031-366-7110,"매주토~일요일, 공휴일 운영+단체(20인 이상) 평일 가능",고정형,"동탄역 2번출구, 화성시 미디어센터, 병점역, 동부출장소, 봉담읍, 향남읍, 남양모두누림센터",목장 승마 요트 농어촌체험 축제 투어 등,,코스 변경 가능,"매주토~일요일, 공휴일 운영+단체(20인 이상) 평일 가능",09:00,17:00,420,기본 18000원+추가 옵션에 따라 35000원까지,"입장료 체험료 등 포함, 감면사항은 화성시 관광진흥에 관한 조례 12조의2 참조",http://tour.hscity.go.kr/citytour/,화성시청,031-5189-6017,2020-06-02,5530000,경기도 화성시
경기도,화성시,문화의숨결,화성시지속가능발전협의회 031-366-8921+031-366-7110,"매주토~일요일, 공휴일 운영+단체(20인 이상) 평일 가능",고정형,"동탄역 2번출구, 화성시 미디어센터, 병점역, 동부출장소, 봉담읍, 향남읍, 남양모두누림센터",용주사-융건릉-제암리,,코스 변경 가능,"매주토~일요일, 공휴일 운영+단체(20인 이상) 평일 가능",09:00,17:00,420,18000원,"입장료 등 포함, 감면사항은 화성시 관광진흥에 관한 조례 12조의2 참조",http://tour.hscity.go.kr/citytour/,화성시청,031-5189-6017,2020-06-02,5530000,경기도 화성시
경기도,화성시,공룡의숨결,화성시지속가능발전협의회 031-366-8921+031-366-7110,"매주토~일요일, 공휴일 운영+단체(20인 이상) 평일 가능",고정형,"동탄역 2번출구, 화성시 미디어센터, 병점역, 동부출장소, 봉담읍, 향남읍, 남양모두누림센터",공룡알화석산지-우음도-비봉습지 등,,코스 변경 가능,"매주토~일요일, 공휴일 운영+단체(20인 이상) 평일 가능",09:00,17:00,420,18000원,"입장료 등 포함, 감면사항은 화성시 관광진흥에 관한 조례 12조의2 참조",http://tour.hscity.go.kr/citytour/,화성시청,031-5189-6017,2020-06-02,5530000,경기도 화성시
경기도,화성시,바다의숨결,화성시지속가능발전협의회 031-366-8921+031-366-7110,"매주토~일요일, 공휴일 운영+단체(20인 이상) 평일 가능",고정형,"동탄역 2번출구, 화성시 미디어센터, 병점역, 동부출장소, 봉담읍, 향남읍, 남양모두누림센터",매화리염전-화성호철새탐조-궁평솔밭,,코스 변경 가능,"매주토~일요일, 공휴일 운영+단체(20인 이상) 평일 가능",09:00,17:00,420,23000원,"입장료 등 포함, 감면사항은 화성시 관광진흥에 관한 조례 12조의2 참조",http://tour.hscity.go.kr/citytour/,화성시청,031-5189-6017,2020-06-02,5530000,경기도 화성시
경기도,화성시,자연의숨결,화성시지속가능발전협의회 031-366-8921+031-366-7110,"매주토~일요일, 공휴일 운영+단체(20인 이상) 평일 가능",고정형,"동탄역 2번출구, 화성시 미디어센터, 병점역, 동부출장소, 봉담읍, 향남읍, 남양모두누림센터",우리꽃식물원-제부도 또는 비봉습지,,코스 변경 가능,"매주토~일요일, 공휴일 운영+단체(20인 이상) 평일 가능",09:00,17:00,420,18000원,"입장료 등 포함, 감면사항은 화성시 관광진흥에 관한 조례 12조의2 참조",http://tour.hscity.go.kr/citytour/,화성시청,031-5189-6017,2020-06-02,5530000,경기도 화성시
경기도,화성시,평화의숨결,화성시지속가능발전협의회 031-366-8921+031-366-7111,"매주토~일요일, 공휴일 운영+단체(21인 이상) 평일 가능",고정형,"동탄역 2번출구, 화성시 미디어센터, 병점역, 동부출장소, 봉담읍, 향남읍, 남양모두누림센터","매향리, 제암리, 발안만세시장, 남양성모성지 등",,코스 변경 가능,"매주토~일요일, 공휴일 운영+단체(20인 이상) 평일 가능",09:00,17:00,420,18000원,"입장료 등 포함, 감면사항은 화성시 관광진흥에 관한 조례 12조의2 참조",http://tour.hscity.go.kr/citytour/,화성시청,031-5189-6017,2020-06-02,5530000,경기도 화성시
경기도,화성시,테마투어,화성시지속가능발전협의회 031-366-8921+031-366-7110,"매주토~일요일, 공휴일 운영+단체(20인 이상) 평일 가능",고정형,"동탄역 2번출구, 화성시 미디어센터, 병점역, 동부출장소, 봉담읍, 향남읍, 남양모두누림센터",목장 승마 요트 농어촌체험 축제 투어 등,,코스 변경 가능,"매주토~일요일, 공휴일 운영+단체(20인 이상) 평일 가능",09:00,17:00,420,기본 18000원+추가 옵션에 따라 35000원까지,"입장료 체험료 등 포함, 감면사항은 화성시 관광진흥에 관한 조례 12조의2 참조",http://tour.hscity.go.kr/citytour/,화성시청,031-5189-6017,2020-06-02,5530000,경기도 화성시
충청북도,충주시,문화유적투어,충주시전통문화회 043-857-7644,6월~12월 매주 토요일 오전 10시~오후 4시,고정형,충주시청충주역충주시외버스터미널,"시청-터미널-충주역-탄금대-충주국립중원문화재연구소-충주탑평리7층석탑(점심)-충주고구려비전시관(또는 청룡사)-반기문옛집, 전통시장 장보기-충주시청/시청-터미널-충주역-비내섬-오대호아트팩토리-충주 탑평리 7층석탑(점심)-중앙탑 의상대여소-다육이만들기-시청",세계무술공원+세계무술박물관+충주박물관+세계조정경기장단호사+수안보온천,해당없음,6월~12월매주 토요일,10:00,16:00,0,5000원+5000원 충주사랑상품권 배부,미취학아동 무료,https://www.chungju.go.kr/tour/,충추시청 관광과,043-850-6713,2020-07-06,4390000,충청북도 충주시
제주특별자치도,제주시,순환형코스,064-741-8784,1일 9회 운영,순환형,제주국제공항,제주국제공항-제주버스터미널-제주시청-민속자연사박물관-사라봉-크루즈여객터미널-제주연안여객터미널-김만덕객주-동문시장-관덕정-탑동광장-용연구름다리-용해로-어영해안도로-도두봉-이호테우해수욕장-제주시민속오일시장-흑돼지식당가-한라수목원-노형오거리-메종글래드호텔입구-제원아파트,삼성혈. 산지등대. 용두암,탐라순방코스. 오름코스. 제주문화예술코스. 올레해변코스. 포토타임코스. 힐링코스. 쇼핑코스,1일 9회 운행. 막차 17시 출발,09:00,19:00,60,[1일 이용권] 성인:12000원 / 소인 및 청소년 : 8000원 / 장애인 및 국가유공자 : 6000원 [1회 이용권] 성인. 소인 및 청소년 : 3000원,6세미만무료,http://www.jejucitybus.com/,제주특별자치도관광협회,064-741-8784,2020-07-07,6500000,제주특별자치도
제주특별자치도,제주시,야간테마버스,064-741-8784,매주 금토 1일 1회,순환형,제주국제공항,제주국제공항-이호테우등대-도두봉-어영해안도로-산지천-동문재래시장,야시장,야밤트레킹. 야시장체험. 분수쇼관람,1일 1회 운행,18:30,21:20,0,15000원,6세이상~13세이하 9000원,http://www.jejucitybus.com/,제주특별자치도관광협회,064-741-8784,2020-07-07,6500000,제주특별자치도
제주특별자치도,서귀포시,서귀포전기버스시티투어,064-732-1330,연중무휴,순환형,향토오일시장,향토오일시장-중앙로터리-천지동주민센터-외돌개-솔동산입구-천지연폭포-칠십리음식특화거리-동문로터리-제주은행,아랑조을거리. 매일올레시장. 이중섭미술관. 정방폭포,친환경 전기버스 이용,65분 소요,09:00,21:35,40,일반 1200원. 청소년 900원. 어린이 400원,교통카드 사용시 할인 적용,https://www.seogwipo.go.kr/group/culture/tourism/electricity.htm,서귀포시청,064-760-2657,2020-07-07,6500000,제주특별자치도
강원도,평창군,1코스_올림픽로드,평창시티투어 홈페이지 사전예약 또는 현장구매,2020-05-21~계속 10:10~17:30 (2코스~6코스 운행일 제외),고정형,"평창역, 평창송어축제주차장, 진부역",평창역→송어축제장주차장→진부역→월정사→오대산산채마을(개별중식)→발왕산 관광케이블카 →스키역사관→오삼불고기거리(개별석식)→진부역→송어축제장주차장→평창역,성보박물관+선재길+상원사+용평리조트+알펜시아리조트+대관령하늘목장+대관령양떼목장+대관령삼양목장,,매일 1대 1회 운행(2코스~6코스 운행일 제외),10:10,19:00,0,성인 27000원+소인 19000원+우대 21000원,"소인(36개월~초6년),우대(65세 이상,1~3급 장애인,국가유공자 등)포함사항(버스이용료, 차량보험, 입장료)불포함사항(KTX요금, 중식, 여행자보험)",http://tour.pc.go.kr/happy700bus,강원도 평창군청,033-330-2762,2020-07-06,4280000,강원도 평창군
강원도,평창군,2코스_봉평장로드,평창시티투어 홈페이지 사전예약 또는 현장구매,"2020-05-21~계속 11:20~17:30(매월 2일, 7일로 끝나는 날)",고정형,"평창역, 진부역",진부역→평창역→봉평전통시장(개별중식)→이효석문학관→무이예술관→허브나라농원→평창역→진부역,효석문학의숲+휘닉스평창,,"해당일 1대 1회 운행(매월 2일, 7일로 끝나는 날)",10:20,19:00,0,성인 21000원+소인 15000원+우대 17000원,"소인(36개월~초6년),우대(65세 이상,1~3급 장애인,국가유공자 등)포함사항(버스이용료, 차량보험, 입장료)불포함사항(KTX요금, 중식, 여행자보험)",http://tour.pc.go.kr/happy700bus,강원도 평창군청,033-330-2762,2020-07-06,4280000,강원도 평창군
강원도,평창군,3코스_진부장로드,평창시티투어 홈페이지 사전예약 또는 현장구매,"2020-05-21~계속 10:10~17:30(매월 3일, 8일로 끝나는 날)",고정형,"평창역, 진부역",평창역→진부역→진부전통시장(개별중식)→월정사→대관령하늘목장→스키역사관→오삼불고기거리(개별석식)→진부역→평창역,성보박물관+선재길+상원사+용평리조트+알펜시아리조트+대관령양떼목장+대관령삼양목장,,"해당일 1대 1회 운행(매월 3일, 8일로 끝나는 날)",10:10,19:00,0,성인 24000원+소인 16000원+우대 18000원,"소인(36개월~초6년),우대(65세 이상,1~3급 장애인,국가유공자 등)포함사항(버스이용료, 차량보험, 입장료)불포함사항(KTX요금, 중식, 여행자보험)",http://tour.pc.go.kr/happy700bus,강원도 평창군청,033-330-2762,2020-07-06,4280000,강원도 평창군
강원도,평창군,4코스_메밀꽃백일홍로드,평창시티투어 홈페이지 사전예약 또는 현장구매,미정(효석문화제 및 백일홍축제 기간),고정형,"평창역, 더위사냥축제장, 평창바위공원, 평창전통시장",평창역→더위사냥축제장→평창전통시장→평창바위공원(회차)→더위사냥축제장→평창역,장암산패러글라이딩장+보배체험목장,,해당일 1대 2회 운행(평창더위사냥축제 기간),10:10,17:30,0,0,더위사냥축제 기간 중 운행,http://tour.pc.go.kr/happy700bus,강원도 평창군청,033-330-2762,2020-07-06,4280000,강원도 평창군
강원도,평창군,5코스_더위사냥로드,평창시티투어 홈페이지 사전예약 또는 현장구매,미정(더위사냥축제 기간),고정형,"송어축제장주차장, 효석문화제축제장, 평창역, 백일홍축제장",송어축제장주차장→효석문화제축제장→평창역→백일홍축제장(회차)→평창역→효석문화제축제장→송어축제장주차장,허브나라+평창무이예술관+휘닉스평창+효석문학의숲+평창바위공원,,해당일 1대 2회 운행(효석문화제 및 백일홍축제 기간),09:20,18:20,0,0,효석문화제 백일홍축제 기간 중 운행,http://tour.pc.go.kr/happy700bus,강원도 평창군청,033-330-2762,2020-07-06,4280000,강원도 평창군
