교량명,시설물종별등급구분,도로종류,도로노선명,도로노선번호,도로노선방향,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,교량연장,교량폭,교량보도폭,교량높이,차로수,상하행선분리여부,상부구조형식,교량준공년도,최종안전점검일자,최종안전점검결과,최종안전점검유형,내진설계적용여부,내진성능확보여부,교량보수보강내역,교량보수보강비용,설계활하중,허용통행하중,하부통과제한높이,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
낙동강하구둑배수문교량,01,03,낙동남로,10,03,2,사하구,26380,부산광역시 사하구 낙동남로,부산광역시 사하구 하단동 11152-1,35.110345,128.934991,35.109471,128.938449,342.8,53,10,4,9,N,AR,2013,2018-06-25,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7262,2019-08-01,6260000,부산광역시
임랑1교,01,03,좌천로,9103,01,2,기장군,26710,부산광역시 기장군 좌천로,부산광역시 기장군 장안읍 임랑리,35.314896,129.251211,35.315845,129.252858,186,12.4,5.9,4,2,Y,PCT거더,2015,2018-06-20,B,정밀점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7254,2019-08-01,6260000,부산광역시
모계과선교,01,03,일광로,2305,03,2,기장군,26710,부산광역시 기장군 일광로,부산광역시 기장군 일광면 이천리,35.267481,129.233889,35.270202,129.232443,260,18.4,3.9,4,4,N,STB,2016,2019-05-17,A,정기점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7254,2019-08-01,6260000,부산광역시
송정교(녹산방향),01,03,만금로,21,02,2,강서구,26440,부산광역시 강서구 만금로,부산광역시 강서구 송정동,35.101833,128.823632,35.097041,128.823278,645,13.7,0,4,2,Y,강합성거더+DCB,2018,2019-06-30,B,정기점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
은계교,03,06,은풍로,1,03,경상북도,예천군,47900,,경상북도 예천군 효자면 석묘리 549,36.777406,128.455519,36.777006,128.455366,34,10,0,3,2,Y,연속슬라브,2003,2019-02-13,A,,,,,,,43.2,,경상북도 예천군청,054-650-6335,2019-09-17,5230000,경상북도 예천군
송정교(소사방향),01,03,만금로,21,02,2,강서구,26440,부산광역시 강서구 만금로,부산광역시 강서구 송정동,35.097041,128.823278,35.101833,128.823632,227.5,13.7,0,4,2,Y,강합성거더+PPC거더,2018,2019-06-30,B,정기점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
화명IC교,01,03,서낙동로,69,02,2,북구,26320,부산광역시 북구 서낙동로,부산광역시 북구 화명동,35.215877,129.002771,35.216336,129.003062,2359,7.9,0,4,2,N,FS거더교,2018,2019-06-30,B,정기점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7264,2019-08-01,6260000,부산광역시
온천5호교,02,03,중앙대로,36,03,2,금정구,26410,부산광역시 금정구 중앙대로,부산광역시 금정구 장전동,35.223823,129.088053,35.225265,129.088741,160,36.5,10.4,4,7,N,PSC-I,1969,2018-12-17,D,정밀안전진단,미적용,N,0,0,DB-18,32.4,0,건설안전시험사업소 도로안전1팀,051-550-7255,2019-08-01,6260000,부산광역시
연안교,02,03,반송로,91,03,2,연제구,26470,부산광역시 연제구 반송로,부산광역시 연제구 연산동,35.193185,129.090736,35.193625,129.091211,104,25,8,4,5,N,PC빔교,1975,2019-06-23,B,정밀점검,미적용,N,0,0,DB-18,32.4,0,건설안전시험사업소 도로안전1팀,051-550-7257,2019-08-01,6260000,부산광역시
원동고가교,02,03,번영로,11,03,2,동래구,26260,부산광역시 동래구 번영로,부산광역시 동래구 안락동,35.195781,129.113395,35.198268,129.114081,493,22.4,0,4,4,Y,RSC,1980,2017-07-05,B,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7272,2019-08-01,6260000,부산광역시
동천고가교,02,03,번영로,11,03,2,금정구,26410,부산광역시 금정구 번영로,부산광역시 금정구 금사동,35.226951,129.117798,35.225269,129.117711,284,22.4,0,4,4,Y,PCI,1980,2017-06-23,B,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7274,2019-08-01,6260000,부산광역시
회동고가교,02,03,번영로,11,03,2,금정구,26410,부산광역시 금정구 번영로,부산광역시 금정구 금사동,35.226951,129.117798,35.225269,129.117711,183.3,22.4,0,4,4,Y,PCI,1980,2017-06-23,B,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7274,2019-08-01,6260000,부산광역시
구서고가교(구),02,03,번영로,11,03,2,금정구,26410,부산광역시 금정구 번영로,부산광역시 금정구 구서동,35.250534,129.097831,35.250534,129.097831,100,14.7,0,4,2,Y,STB,1980,2017-06-23,C,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7274,2019-08-01,6260000,부산광역시
구서고가교(신),02,03,번영로,11,03,2,금정구,26410,부산광역시 금정구 번영로,부산광역시 금정구 구서동,35.250534,129.097831,35.250534,129.097831,100,11.7,0,4,2,N,STB,2000,2017-06-23,B,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7274,2019-08-01,6260000,부산광역시
동천교,02,03,반송로,91,03,2,금정구,26410,부산광역시 금정구 반송로,부산광역시 금정구 금사동,35.216943,129.117918,35.217564,129.119143,120,29.5,8.5,4,6,Y,RCS,1988,2019-07-08,B,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7255,2019-08-01,6260000,부산광역시
대연고가교,02,03,내부순환도로,66,03,2,남구,26290,부산광역시 남구 내부순환도로,부산광역시 남구 대연동,35.129222,129.104893,35.130487,129.106529,192.9,16,0,4,4,N,STB,1991,2019-06-21,B,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7273,2019-08-01,6260000,부산광역시
괘내교,02,03,백양대로,35,03,2,사상구,26530,부산광역시 사상구 백양대로,부산광역시 사상구 괘법동,35.161208,128.991005,35.162832,128.990923,180.2,40,7,4,8,N,PCI,1994,2017-06-10,B,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7253,2019-08-01,6260000,부산광역시
명호교,02,03,르노삼성대로,31,03,2,강서구,26440,부산광역시 강서구 르노삼성대로,부산광역시 강서구 명지동 1457,35.105198,128.929191,35.107096,128.929788,215,35,6,4,8,N,PF,1994,2019-05-15,B,정밀점검,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
부암고가교,02,03,"신천대로, 동평로",32,03,2,부산진구,26230,부산광역시 부산진구 신천대로,부산광역시 부산진구 부암동,35.164795,129.050251,35.170244,129.053801,448,16,0,4,4,N,PCB,1994,2017-06-10,B,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7252,2019-08-01,6260000,부산광역시
대연4교,02,03,번영로,11,03,2,남구,26290,부산광역시 남구 번영로,부산광역시 남구 대연동,35.147387,129.094393,35.147503,129.092682,140,7,0,4,1,N,RCH,1995,2018-07-10,B,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7273,2019-08-01,6260000,부산광역시
덕천1육교,02,03,남해고속도로,10,03,2,북구,26320,부산광역시 북구 남해고속도로,부산광역시 북구 덕천동 306,35.215029,129.009324,35.215241,129.011036,155.1,25,0,4,4,N,PCI,1996,2019-05-20,B,정밀점검,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7264,2019-08-01,6260000,부산광역시
대연3교,02,03,번영로,11,03,2,남구,26290,부산광역시 남구 번영로,부산광역시 남구 대연동,35.145433,129.094614,35.146484,129.094247,140.1,8.5,0,4,1,N,RCH,1996,2018-07-10,B,정밀점검,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7273,2019-08-01,6260000,부산광역시
대연2교,02,03,황령대로,24,03,2,남구,26290,부산광역시 남구 황령대로,부산광역시 남구 대연동,35.145757,129.096945,35.144652,129.096407,138.9,8.5,0,4,1,N,RCS,1996,2018-07-10,B,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7273,2019-08-01,6260000,부산광역시
신설녹산교,02,03,낙동남로,10,03,2,강서구,26440,부산광역시 강서구 낙동남로,부산광역시 강서구 녹산동 24-2,35.122041,128.894829,35.121497,128.895821,120.3,17.5,3.3,4,4,N,PCI,1997,2018-06-12,B,정밀점검,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7264,2019-08-01,6260000,부산광역시
강동교,02,03,상덕로,1501,03,2,강서구,26440,부산광역시 강서구 상덕로,부산광역시 강서구 죽림동 1069-2,35.192141,128.904331,35.192206,128.906797,225,20,6.5,4,4,N,PCI,1999,2019-06-01,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7266,2019-08-01,6260000,부산광역시
화명2호교,02,03,학사로,4108,03,2,북구,26320,부산광역시 북구 학사로,부산광역시 북구 화명동 2254,35.241541,129.009431,35.240411,129.009193,161,20,3,4,4,N,PCI,2001,2019-05-20,B,정밀점검,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7264,2019-08-01,6260000,부산광역시
녹송교,02,03,낙동남로,10,03,2,강서구,26440,부산광역시 강서구 낙동남로,부산광역시 강서구 송정동 1437-33,35.101379,128.835061,35.101418,128.836405,120.6,29.3,6.1,4,6,N,PCI,2001,2018-06-20,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
부두2교,02,07,관문대로,33,03,2,동구,26170,부산광역시 동구 충장대로,부산광역시 동구 범일동,35.129392,129.065408,35.128223,129.066267,160,19.1,0,4,4,Y,STB,2001,2018-07-10,B,정밀점검,미적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전2팀,051-550-7278,2019-08-01,6260000,부산광역시
녹송육교,02,03,낙동남로,10,03,2,강서구,26440,부산광역시 강서구 낙동남로,부산광역시 강서구 송정동 1199-4,35.102911,128.839356,35.103008,128.839515,60,29.3,6.1,4,6,N,STB,2001,2018-06-20,B,정밀점검,미적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7265,2019-08-01,6260000,부산광역시
덕천교,02,03,내부순환도로,66,03,2,북구,26320,부산광역시 북구 강변대로,부산광역시 북구 구포동 1157-1,35.211841,129.001013,35.210857,129.000154,150,37,0,4,8,N,RCS,2006,2018-06-24,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7264,2019-08-01,6260000,부산광역시
삼락IC회차로,02,03,강변대로,66,03,2,북구,26320,부산광역시 북구 강변대로,부산광역시 북구 구포동,35.198091,128.988301,35.187183,128.987983,231.6,8.7,0,5,1,N,STB,2007,2019-07-08,B,정밀점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7255,2019-08-01,6260000,부산광역시
오봉교,02,03,외부순환도로,77,03,2,강서구,26440,부산광역시 강서구 서낙동로,부산광역시 강서구 봉림동 603,35.194921,128.894627,35.193392,128.895196,225,28,5,4,6,N,PSC,2009,2019-06-20,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7266,2019-08-01,6260000,부산광역시
죽동교,02,03,외부순환도로,77,03,2,강서구,26440,부산광역시 강서구 서낙동로,부산광역시 강서구 죽림동 342-6,35.197318,128.895071,35.196602,128.894752,115,28,5,4,6,N,STB,2009,2019-06-20,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7266,2019-08-01,6260000,부산광역시
식만3교,02,03,외부순환도로,77,03,2,강서구,26440,부산광역시 강서구 서낙동로,부산광역시 강서구 식만동 574-11,35.215408,128.910317,35.213611,128.908198,225,21,5,4,6,N,STB,2009,2019-06-01,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7266,2019-08-01,6260000,부산광역시
회동3교,02,03,정관산업로,81,03,2,금정구,26410,부산광역시 금정구 정관산업로,부산광역시 금정구 회동동,35.234423,129.121181,35.234499,129.123229,315,35.9,0,4,8,Y,IPC거더,2009,2018-06-23,B,정밀점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7255,2019-08-01,6260000,부산광역시
대곡2교,02,03,정관산업로,81,03,2,기장군,26710,부산광역시 기장군 정관산업로,부산광역시 기장군 철마면 장전리,35.260941,129.149918,35.261426,129.150131,50,20,0,4,4,N,STB,2009,2018-06-20,B,정밀점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7254,2019-08-01,6260000,부산광역시
석길교,02,03,정관산업로,81,03,2,기장군,26710,부산광역시 기장군 정관산업로,부산광역시 기장군 철마면 웅천리,35.287034,129.162238,35.288102,129.163032,120,24.4,0,4,6,N,PCS,2010,2018-06-20,B,정밀점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7254,2019-08-01,6260000,부산광역시
녹산교,02,03,낙동남로,10,03,2,강서구,26440,부산광역시 강서구 낙동남로,부산광역시 강서구 녹산동 24-2,35.121996,128.894774,35.121462,128.895775,120,17.5,3.3,4,4,N,RCT,1997,2019-06-06,B,정밀점검,적용,N,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전3팀,051-550-7264,2019-08-01,6260000,부산광역시
번영교,02,03,정관산업로,81,03,2,금정구,26410,부산광역시 금정구 정관산업로,부산광역시 금정구 회동동,35.234138,129.115371,35.234233,129.115685,55,13.9,0,4,2,N,STB,2009,2018-06-23,B,정밀점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7255,2019-08-01,6260000,부산광역시
임랑2교,02,03,좌천로,9103,01,2,기장군,26710,부산광역시 기장군 좌천로,부산광역시 기장군 장안읍 임랑리,35.316558,129.255208,35.316773,129.256312,105,12.4,5.9,4,2,Y,IPC거더,2015,2018-06-20,B,정밀점검,적용,Y,0,0,DB-24,43.2,0,건설안전시험사업소 도로안전1팀,051-550-7254,2019-08-01,6260000,부산광역시
범일교,03,03,자성로,20,03,2,동구,26170,부산광역시 동구 자성로,부산광역시 동구 범일동,35.136911,129.065799,35.136882,129.066381,48,44,6,4,10,N,"RCT,PCS",1960,2017-11-02,C,정밀점검,미적용,N,0,0,DB-18,32.4,0,건설안전시험사업소 도로안전2팀,051-550-7278,2019-08-01,6260000,부산광역시
원동교,03,03,충렬대로,40,03,2,동래구,26260,부산광역시 동래구 충렬대로,부산광역시 동래구 안락동,35.194231,129.113708,35.194109,129.114495,98,38,6,4,8,N,"PC-T, PSCI",1990,2019-06-28,B,정기점검,미적용,N,0,0,DB-18,32.4,0,건설안전시험사업소 도로안전1팀,051-550-7257,2019-08-01,6260000,부산광역시
산업1호교,03,03,중앙대로,36,03,2,동래구,26260,부산광역시 동래구 중앙대로,부산광역시 동래구 사직동,35.199255,129.078234,35.199491,129.078071,19.9,35.1,4.5,4,5,N,RCT,1969,2019-06-28,B,정기점검,미적용,N,0,0,DB-18,32.4,0,건설안전시험사업소 도로안전1팀,051-550-7257,2019-08-01,6260000,부산광역시
산업3호교,03,03,중앙대로,36,03,2,동래구,26260,부산광역시 동래구 중앙대로,부산광역시 동래구 명륜동,35.212319,129.079253,35.212319,129.079253,14.4,35.3,5.2,4,9,N,RCT,1969,2019-07-03,B,정밀점검,미적용,N,0,0,DB-18,32.4,0,건설안전시험사업소 도로안전1팀,051-550-7257,2019-08-01,6260000,부산광역시
자성교,03,03,자성로,20,03,2,동구,26170,부산광역시 동구 자성로,부산광역시 동구 좌천동,35.134242,129.056077,35.134212,129.056646,50,30,0,4,6,N,PSC,1967,2016-12-16,B,정밀점검,미적용,N,0,0,DB-18,32.4,0,건설안전시험사업소 도로안전2팀,051-550-7274,2019-08-01,6260000,부산광역시
온천4호교,03,03,중앙대로,36,03,2,금정구,26410,부산광역시 금정구 중앙대로,부산광역시 금정구 장전동,35.222614,129.087391,35.222705,129.087438,11.8,35.2,5.2,4,8,N,RC-T,1969,2019-06-28,B,정기점검,미적용,N,0,0,DB-18,32.4,0,건설안전시험사업소 도로안전1팀,051-550-7255,2019-08-01,6260000,부산광역시
구서교,03,03,중앙대로,36,03,2,금정구,26410,부산광역시 금정구 중앙대로,부산광역시 금정구 구서동,35.249658,129.091785,35.250044,129.091647,54.1,35,10,4,8,N,RC-S,1971,2019-07-08,B,정밀점검,미적용,Y,0,0,DB-18,32.4,0,건설안전시험사업소 도로안전1팀,051-550-7255,2019-08-01,6260000,부산광역시
엄궁2교,03,03,낙동대로,41,03,2,사상구,26530,부산광역시 사상구 낙동대로,부산광역시 사상구 엄궁동,35.133158,128.971735,35.133483,128.971673,35.8,35.5,7.5,4,7,N,RCS,1971,2019-06-28,B,정기점검,미적용,Y,0,0,DB-18,32.4,0,건설안전시험사업소 도로안전1팀,051-550-7253,2019-08-01,6260000,부산광역시
엄궁3교,03,03,낙동대로,41,03,2,사상구,26530,부산광역시 사상구 낙동대로,부산광역시 사상구 엄궁동,35.131577,128.972013,35.132014,128.971938,52,35,10,4,8,N,RCT,1971,2019-06-28,B,정기점검,미적용,N,0,0,DB-18,32.4,0,건설안전시험사업소 도로안전1팀,051-550-7253,2019-08-01,6260000,부산광역시
남산교,03,03,중앙대로,36,03,2,금정구,26410,부산광역시 금정구 중앙대로,부산광역시 금정구 남산동,35.266047,129.092684,35.266311,129.092733,26.1,35,8.5,4,8,N,RC-S,1972,2019-06-28,B,정기점검,미적용,Y,0,0,DB-18,32.4,0,건설안전시험사업소 도로안전1팀,051-550-7255,2019-08-01,6260000,부산광역시
엄궁1교,03,03,낙동대로,41,03,2,사상구,26530,부산광역시 사상구 낙동대로,부산광역시 사상구 엄궁동,35.128944,128.970283,35.129046,128.970372,8,35,7,4,7,N,RA,1973,2019-06-28,B,정기점검,미적용,Y,0,0,DB-18,32.4,0,건설안전시험사업소 도로안전1팀,051-550-7253,2019-08-01,6260000,부산광역시
충렬교,03,03,충렬대로,40,03,2,동래구,26260,부산광역시 동래구 충렬대로,부산광역시 동래구 온천동,35.204174,129.078591,35.204286,129.078358,52,30,0,4,7,N,"R.C,PSC",1974,2019-06-23,B,정밀점검,미적용,N,0,0,DB-18,32.4,0,건설안전시험사업소 도로안전1팀,051-550-7257,2019-08-01,6260000,부산광역시
자성1호교,03,03,자성로,20,03,2,동구,26170,부산광역시 동구 자성로,부산광역시 동구 범일동,35.126256,129.052878,35.126236,129.053157,13.5,68.3,0,4,8,N,PCI,1975,2016-12-16,B,정밀점검,미적용,Y,0,0,DB-18,32.4,0,건설안전시험사업소 도로안전2팀,051-550-7274,2019-08-01,6260000,부산광역시
하단교,03,03,하신중앙로,1002,03,2,사하구,26380,부산광역시 사하구 하신중앙로,부산광역시 사하구 하단동 599,35.104295,128.964262,35.104482,128.964723,47.6,25,4,4,4,N,RCT,1975,2019-05-15,B,정밀점검,미적용,Y,0,0,DB-24,32.4,0,건설안전시험사업소 도로안전3팀,051-550-7262,2019-08-01,6260000,부산광역시
