정수장명,관리기관명,관리기관전화번호,소재지도로명주소,채수일자,검사기관명,최종판정결과,일반세균,총대장균군,대장균,분원성대장균군,납,불소,비소,셀레늄,수은,시안,크롬,암모니아성질소,질산성질소,카드뮴,보론,페놀,다이아지논,파라티온,페니트로티온,카바릴,1_1_1-트리클로로에탄,테트라클로로에틸렌,트리클로로에틸렌,사염화탄소,1_1-디클로로에틸렌,디클로로메탄,벤젠,톨루엔,에틸벤젠,크실렌,1_2-디브로모-3-클로로프로판,1_4-다이옥산,잔류염소,총트리할로메탄,클로로포름,브로모디클로로메탄,디브로모디클로로메탄,클로랄하이드레이트,디브로모아세토니트릴,디클로로아세토니트릴,트리클로로아세토니트릴,할로아세틱에시드,포름알데히드,심미적영향물질경도,과망간산칼륨소비량,냄새,맛,동,색도,세제,수소이온농도,아연,염소이온,증발잔류물,철,망간,탁도,황산이온,알루미늄,데이터기준일자,제공기관코드,제공기관명
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2015-10-06,경상남도 창원시상수도사업소 칠서정수과,,0,불검출,,,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.011,0,0.003,,0.0006,0.0023,0,0.0005,0.005,0,,0.9,없음,없음,0,0,0,7,0.002,43,223,0,0,0.07,46,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2015-09-02,경상남도 창원시상수도사업소 칠서정수과,,0,불검출,,,0,0.18,0.007,0,0,0,0,0,2.1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.02,0.007,0.007,,0.001,0.0006,0,0,0.007,0,,0.3,없음,없음,0,0,0,7.7,0,8.3,128,0,0,0.13,11,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2016-03-03,경상남도 창원시상수도사업소 칠서정수과,,0,불검출,,,0,0,0,0,0,0,0,0,2.2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0.003,0,0,,0.0004,0.0016,0.0008,0,0.018,0,,1.8,없음,없음,0,0,0,7.6,0,34.5,67,0,0.005,0.25,41,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2016-02-04,경상남도 창원시상수도사업소 칠서정수과,,0,불검출,,,0,0,0,0,0,0,0,0,1.3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.006,0.002,0.003,,0.0007,0,0,0,0.013,0,,1.4,없음,없음,0,0,0,7.5,0.006,5.2,69,0,0,0.16,7,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2016-02-04,경상남도 창원시상수도사업소 칠서정수과,,0,불검출,,,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.002,0,0,,0,0.0007,0,0,0.005,0,,0.9,없음,없음,0,0,0,7.1,0,33.4,224,0,0.005,0.15,39,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2016-01-06,경상남도 창원시상수도사업소 칠서정수과,,0,불검출,,,0,0,0,0,0,0,0,0,1.9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.012,0.002,0.003,,0.0005,0.0007,0,0,0.006,0,,0.3,없음,없음,0,0,0,7.6,0,7.9,185,0,0,0.07,9,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2016-01-06,경상남도 창원시상수도사업소 칠서정수과,,0,불검출,,,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.013,0,0.002,,0,0.0025,0,0,0.009,0,,0.6,없음,없음,0,0,0,7.1,0,38.9,296,0,0,0.08,44,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2017-12-06,경상남도 창원시상수도사업소,,0,불검출,,,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.006,0,0.001,,0,0.0019,0,0,0.002,0,,0.3,없음,없음,0,0,0,7.5,0.009,33.2,204,0,0,0.05,38,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2017-12-06,경상남도 창원시상수도사업소,,0,불검출,,,0,0,0.005,0,0,0,0,0,1.8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.001,0,0,,0,0,0,0,0.002,0,,0.3,없음,없음,0,0,0,8.1,0.003,8.5,151,0,0,0.08,9,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2017-11-01,경상남도 창원시상수도사업소,,0,불검출,,,0,0,0,0,0,0,0,0,1.4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.011,0,0.002,,0,0.001,0,0,0.002,0,,0.3,없음,없음,0,0,0,7.6,0.01,37.3,228,0,0,0.06,39,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2017-11-01,경상남도 창원시상수도사업소,,0,불검출,,,0,0,0,0,0,0,0,0,1.3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.009,0.002,0.004,,0,0,0,0,0.002,0,,0,없음,없음,0,0,0,7.9,0.004,6.9,111,0,0,0.05,7,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2017-10-11,경상남도 창원시상수도사업소,,0,불검출,,,0,0,0,0,0,0,0,0,2.5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.013,0,0,,0,0.0009,0,0,0.001,0,,0.6,없음,없음,0,0,0,7.7,0.003,31.1,198,0,0,0.04,36,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2017-10-11,경상남도 창원시상수도사업소,,0,불검출,,,0,0,0,0,0,0,0,0,1.1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.003,0,0,,0,0,0,0,0.003,0,,0.3,없음,없음,0,0,0,7.9,0.004,4.7,81,0,0,0.07,6,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2017-09-05,경상남도 창원시상수도사업소,,0,불검출,,,0,0,0,0,0,0,0,0,1.5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.01,0,0.002,,0,0.0009,0,0,0,0,,0.7,없음,없음,0,0,0,7.4,0.007,30.4,155,0,0,0.05,36,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2017-09-25,경상남도 창원시상수도사업소,,0,불검출,,,0,0,0,0,0,0,0,0,1.2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.012,0.004,0.005,,0,0,0,0,0.005,0,,0.6,없음,없음,0,0,0,8,0.004,5.7,91,0,0,0.06,6,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2017-08-02,경상남도 창원시상수도사업소,,0,불검출,,,0,0,0,0,0,0,0,0,1.3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.006,0,0.004,,0,0,0,0,0,0,,1.1,없음,없음,0,0,0,7.5,0,36.5,219,0,0,0.06,42,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2017-08-02,경상남도 창원시상수도사업소,,0,불검출,,,0,0,0,0,0,0,0,0,0.9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0.02,0.009,0.008,,0.0011,0,0,0,0.002,0,,1.6,없음,없음,0,0,0,7.2,0.014,6.9,134,0,0.019,0.28,10,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2017-07-03,경상남도 창원시상수도사업소,,0,불검출,,,0,0,0,0,0,0,0,0,1.8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.71,0.01,0,0.002,,0,0.0008,0,0,0,0,,0.9,없음,없음,0,0,0,7.4,0.006,35.3,229,0,0,0.14,43,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2017-07-03,경상남도 창원시상수도사업소,,0,불검출,,,0,0,0,0,0,0,0,0,0.5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.016,0.01,0.006,,0,0,0,0,0,0,,1.3,없음,없음,0.008,0,0,7.1,0.011,5.1,67,0.06,0.006,0.2,7,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2015-01-07,경상남도 창원시상수도사업소 칠서정수과,,0,불검출,,,0,0,0,0,0,0,0,0,0.6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.014,0.009,0.004,,0.001,0,0,0,0.01,0,,1.7,없음,없음,0,0,0,7.4,0.015,3.3,88,0.06,0,0.15,5,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2015-01-07,경상남도 창원시상수도사업소 칠서정수과,,0,불검출,,,0,0,0,0,0,0,0,0,1.6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.008,0,0.001,,0,0.0017,0,0,0.003,0,,0.7,없음,없음,0,0,0,7.1,0.008,38.4,296,0,0,0.06,37,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2016-12-01,경상남도 창원시상수도사업소 칠서정수과,,0,불검출,,,0,0,0,0,0,0,0,0,2.2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.012,0,0.002,,0.0015,0.0036,0,0,0.009,0,,1.1,없음,없음,0,0,0,7.1,0.006,40.9,209,0,0,0.13,40,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2017-06-01,경상남도 창원시상수도사업소,,0,불검출,,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.015,0.01,0.005,,0.001,0,0,0,0,0,,1.4,없음,없음,0,0,0,7,0.007,4.5,56,0.1,0,0.07,6,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2017-05-01,경상남도 창원시상수도사업소,,0,불검출,,,0,0,0,0,0,0,0,0,2.2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.58,0.024,0,0.006,,0,0,0,0,0,0,,0.6,없음,없음,0,0,0,7.3,0,36.4,225,0,0,0.06,43,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2017-05-01,경상남도 창원시상수도사업소,,0,불검출,,,0,0,0,0,0,0,0,0,0.8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.025,0.018,0.007,,0,0,0,0,0,0,,1,없음,없음,0,0,0,7.1,0,4,52,0,0,0.14,6,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2017-04-04,경상남도 창원시상수도사업소,,0,불검출,,,0,0,0,0,0,0,0,0,1.8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0.62,0.004,0,0,,0,0,0,0,0,0,,0.4,없음,없음,0,0,0,7.5,0,38.9,227,0,0,0.06,45,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2017-04-04,경상남도 창원시상수도사업소,,0,불검출,,,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.36,0.002,0.001,0,,0,0,0,0,0,0,,0,없음,없음,0,0,0,7.3,0,10.4,163,0,0,0.11,12,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2017-03-07,경상남도 창원시상수도사업소,,0,불검출,,,0,0,0,0,0,0,0,0,2.2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.004,0,0,,0,0.0012,0,0,0,0,,1.3,없음,없음,0,0,0,8,0.046,34.2,215,0,0,0.08,40,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2017-03-07,경상남도 창원시상수도사업소,,0,불검출,,,0,0,0,0,0,0,0,0,0.9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0.4,0.005,0.003,0.002,,0.0017,0,0,0,0.001,0,,1.1,없음,없음,0,0,0,8,0.022,3.8,53,0,0,0.1,5,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2017-02-08,경상남도 창원시상수도사업소,,0,불검출,,,0,0,0,0,0,0,0,0,2.2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.63,0.009,0,0.003,,0,0,0,0,0,0,,1.2,없음,없음,0,0,0,7.6,0,35.9,212,0,0,0.08,40,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2017-02-08,경상남도 창원시상수도사업소,,0,불검출,,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.015,0.011,0.004,,0.0018,0,0.0008,0,0.006,0,,1,없음,없음,0,0,0,7.7,0.007,4.1,56,0,0,0.12,5,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2017-01-05,경상남도 창원시상수도사업소,,0,불검출,,,0,0,0,0,0,0,0,0,2.1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,,0.0033,0.0065,0,0,0.01,0,,1.2,없음,없음,0,0,0,7.5,0.006,34.4,208,0,0,0.05,38,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2017-01-05,경상남도 창원시상수도사업소,,0,불검출,,,0,0,0,0,0,0,0,0,1.1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,,0.0021,0,0.0042,0,0.01,0,,1,없음,없음,0,0,0,7.6,0.006,4.2,53,0,0,0.13,5,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2018-12-03,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,2.2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.031,0.001,0.01,,0,0.0016,0.0014,0,0.01,0,,0.5,적합,적합,0,0,0,7.2,0.002,30.2,244,0,0,0.06,35,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2018-12-03,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,0.8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0.054,0.022,0.028,,0.0013,0,0.003,0,0.061,0,,0.9,적합,적합,0,0,0,7.3,0.011,4.7,101,0,0,0.09,5,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2018-11-06,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,3.1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.035,0.002,0.004,,0,0.0016,0.0019,0,0.001,0,,1.1,적합,적합,0,0,0,7.4,0.002,36.5,194,0.06,0,0.02,42,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2018-11-06,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,0.7,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.038,0.028,0.01,,0.0012,0,0.0031,0,0.013,0,,2.2,적합,적합,0,0,0,7.7,0.017,3.9,67,0,0,0.05,4,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2018-10-01,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,2.4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.011,0.001,0.002,,0,0.0023,0,0,0.004,0,,1.1,적합,적합,0,0,0,7.9,0,27.1,186,0.07,0,0.02,32,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2018-10-01,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,0.8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.014,0.007,0.005,,0.0022,0.0007,0.0008,0,0.008,0,,1.3,적합,적합,0,0,0,8.2,0.007,3.7,82,0,0,0.04,4,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2018-09-05,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0.62,0,0,0,,0,0,0,0,0.004,0,,3.2,적합,적합,0,0,0,7.3,0,28,124,0.06,0,0.3,38,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2018-09-05,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0.51,0.011,0,0.003,,0.0013,0,0,0,0.013,0,,1.6,적합,적합,0,0,0,7.6,0.011,4.6,48,0,0,0.25,5,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2016-04-06,경상남도 창원시상수도사업소 칠서정수과,,0,불검출,,,0,0,0,0,0,0,0,0,2.2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.61,0.005,0,0.001,,0,0.0016,0,0,0.007,0,,1.8,없음,없음,0,0,0,7,0.012,34.8,215,0,0.004,0.1,41,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2016-03-03,경상남도 창원시상수도사업소 칠서정수과,,0,불검출,,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.007,0.003,0.003,,0,0,0,0,0.009,0,,1.7,없음,없음,0,0,0,7.8,0.004,4.5,73,0,0,0.06,6,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2018-08-09,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0.001,0.55,0.018,0.002,0.003,,0,0.0011,0,0,0.008,0,,3.6,적합,적합,0,0,0,7.3,0,32.3,179,0,0,0.06,38,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2018-08-09,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0.94,0.05,0.039,0.009,,0.0013,0.0014,0,0.0006,0.03,0,,0.6,적합,적합,0,0,0,7.2,0.02,5.9,44,0,0,0.09,5,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2018-07-10,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,1.3,0,,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0.75,0.022,0.005,0.005,,0,0,0,0,0,0,,0,적합,적합,0,0,0,7.1,0.003,32.6,122,0.05,0,0.18,38,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2018-07-10,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,0.8,0,,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0.75,0.051,0.038,0.011,,0,0,0,0,0.027,0,,0,적합,적합,0,0,0,7.2,0.011,3.8,55,0,0,0.22,4,0.02,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2018-06-05,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,1.1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0.001,0.53,0.004,0.004,0,,0,0,0,0,0,0,,0.3,적합,적합,0.008,0,0,7.5,0.014,33.9,105,0.06,0,0.06,39,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2018-06-08,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,0.9,0,,0,0,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0,0,0.19,0.027,0.018,0.008,,0,0,0,0,0.01,0,,0,적합,적합,0,0,0,7.5,0.02,4,171,0.09,0.01,0.34,5,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2018-05-10,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,2.2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.74,0.025,0.002,0.005,,0,0,0,0,0,0,,2.7,적합,적합,0,0,0,7.5,0,36,68,0.05,0,0.06,40,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2018-04-10,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,1.2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.68,0.019,0.002,0.003,,0,0,0,0,0,0,,3.4,적합,적합,0,0,0,7.4,0.013,45.2,274,0,0,0.14,54,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2018-03-07,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,1.1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.019,0.002,0.004,,0,0,0,0,0,0,,2.3,적합,적합,0,0,0,7.4,0.035,55.1,353,0.06,0.012,0.21,56,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2018-02-06,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,2.5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.001,0.001,0,,0,0.0007,0,0,0,0,,4.7,적합,적합,0,0,0,7.3,0.007,37.5,232,0,0,0.23,43,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2018-01-11,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0.1,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.23,0.014,0.002,0.003,,0,0.0007,0,0,0,0,,2.2,적합,적합,0.01,0,0,7.1,0.017,43.1,223,0.07,0,0.06,46,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2019-12-06,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.003,0,0,,0.0006,0.0019,0.0009,0,0.004,0,,1.9,적합,적합,0,0,0,7.1,0.005,26,191,0,0,0.02,31,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2019-12-06,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,0.5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0.019,0.016,0.003,,0.0027,0,0.0051,0,0.056,0,,4.1,적합,적합,0,0,0,7,0.02,4.3,68,0,0,0.14,4,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2019-11-05,(주)그린환경,,0,불검출,,,0,0.15,0,0,0,0,0,0.08,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,,0,0.0018,0,0,0.001,0,,3.3,적합,적합,0,0,0,7.4,0.004,24.9,204,0,0,0.02,31,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2019-11-05,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,0.6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.022,0.018,0.004,,0.0015,0,0.003,0,0.01,0,,4,적합,적합,0.015,0,0,7.4,0.028,3.7,70,0,0,0.13,4,0,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2019-10-08,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,1.1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.014,0,0.004,,0,0.0022,0,0,0.004,0,,1.2,적합,적합,0,0,0,7.2,0.005,29.6,206,0,0,0.04,35,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2019-10-08,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.021,0.016,0.005,,0.0015,0,0.0039,0,0.013,0,,1.1,적합,적합,0.008,0,0,7.2,0.042,4.6,80,0.05,0,0.42,6,0.04,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2019-09-10,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.003,0,0,,0,0.001,0,0,0.003,0,,1.4,적합,적합,0,0,0,7.4,0.003,28.1,212,0,0,0.04,36,0,2020-02-03,5400000,경상남도 함안군
함안정수장,경상남도 함안군상하수도사업소,055-580-3731,,2019-09-10,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,0.8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,0.018,0.014,0.004,,0.0011,0.0009,0.0016,0,0.027,0,,1.4,적합,적합,0,0,0,7.3,0.023,4.3,62,0,0,0.14,4,0.03,2020-02-03,5400000,경상남도 함안군
함안군칠서정수장,경상남도 함안군상하수도사업소,055-580-3731,,2019-08-08,(주)그린환경,,0,불검출,,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.004,0,0,,0.0005,0.0025,0.0006,0.0012,0.005,0,,2.3,적합,적합,0,0,0,7.3,0.008,31.9,223,0,0,0.02,40,0,2020-02-03,5400000,경상남도 함안군
