체험마을명,시도명,시군구명,체험프로그램구분,체험프로그램명,보유시설정보,체험휴양마을면적,체험휴양마을사진,소재지도로명주소,대표자성명,대표전화번호,지정일자,홈페이지주소,관리기관명,위도,경도,데이터기준일자,제공기관코드,제공기관명
아홉마지기마을,경기도,가평군,만들기체험,목공예만들기,체험관,,,경기도 가평군 가평읍 용추로238,이두영,031-582-3115,2011-10-26,http://9majigi.invil.org,경기도 가평군청,37.8480501,127.4876744,2019-09-16,4160000,경기도 가평군
우진송죽마을,충청북도,보은군,농작물경작체험,"천연염색체험(대추나무를 이용한 손수건, 스카프 염색), 음식체험(사과잼, 사과초콜릿), 사과 대추수확체험","체험관 1동, 체험장 1동, 대박터널 1동",,,충청북도 보은군 삼승면 천남송죽로 387,이달우,,2016-09-07,http://www.우진송죽.com/work/,충청북도 보은군,36.436613,127.738648,2019-09-16,4420000,충청북도 보은군
회남면 법수리마을,충청북도,보은군,만들기체험,"연밥, 도토리묵 만들기, 연잎 다도체험, 연비누 만들기, 밤줍기, 감수확, 썰매타기","민박 1호, 연꽃체험관 1동,체험관(숙박,농특산물 판매장) 1동",,,충청북도 보은군 회남면 회남로 1349,오은택,043-542-5144,2012-02-23,http://www.oubudong.kr,충청북도 보은군,36.4304348,127.5364378,2019-09-16,4420000,충청북도 보은군
덕고마을,강원도,횡성군,전통문화체험,,,,,강원도 횡성군 횡성읍 덕고로 410,조원경,,2009-07-24,,강원도 횡성군청,37.4734716710,128.0215882566,2020-03-10,4260000,강원도 횡성군
대산마을,강원도,횡성군,자연생태체험,,,,,강원도 횡성군 서원면 신평석화로 172,이완용,,2010-02-22,http://www.daesan.cc,강원도 횡성군청,37.4188304697,127.8637043473,2020-03-10,4260000,강원도 횡성군
금계뜰마을,강원도,횡성군,전통문화체험,,,,,강원도 횡성군 공근면 금계로 837,이기동,,2017-09-05,,강원도 횡성군청,37.5951288496,128.0020347085,2020-03-10,4260000,강원도 횡성군
고라데이마을,강원도,횡성군,산촌생활체험,,,,,강원도 횡성군 청일면 봉명로 375-1,이재명,,2011-04-12,http://goradaeyi.go2vil.org/,강원도 횡성군청,37.6489608351,128.1392055180,2020-03-10,4260000,강원도 횡성군
개나리마을,강원도,횡성군,농작물경작체험,,,,,강원도 횡성군 갑천면 외갑천로107번길 71,김학종,,2010-01-27,http://www.gaenari.co.kr,강원도 횡성군청,37.5574203109,128.0223983649,2020-03-10,4260000,강원도 횡성군
유정마을,전라북도,장수군,만들기체험,"봄    철 (3～5월)  사과피자 및 아이스크림 만들기, 별자리관측체험여 름 철 (6～8월)  사과피자 및 아이스크림 만들기, 별자리관측체험가을 철 (9～11월)  농산물 수확 (땅콩, 사과, 고구마), 허수아비만들기겨 울 철 (12～2월)  사과피자 및 아이스크림 만들기, 별자리관측체험","사과체험장, 마을회관, 별자리관측체험장, 야외무대, 족구장",,,전라북도 장수군 번암면 남양길 12,백병화,,2018-01-19,없음,장수군,35.493286,127.5353295,2020-02-11,4750000,전라북도 장수군
문성생태마을,전라북도,장수군,자연생태체험,"봄    철 (3～5월)  사과잼 만들기, 덕유산 트래킹여 름 철 (6～8월)  냇가에서 물고기 잡기,  숲길걷기, 덕유산 트래킹가을 철 (9～11월)  농산물 수확 (땅콩, 사과, 고구마), 오미자청 만들기, 트래킹겨 울 철 (12～2월)  사과잼 만들기, 덕유산 트래킹","마을회관, 과수원, 페릿가공실, 물놀이장",,,전라북도 장수군 계북면 문성길 182-11,이장우,,2018-01-19,없음,장수군,35.78116011,127.6294115,2020-02-11,4750000,전라북도 장수군
광산마을,전라북도,장수군,자연생태체험,"봄    철 (3～5월)  모내기, 산나물캐기여 름 철 (6～8월)  냇가에서 물고기 잡기, 다슬기 잡기, 어탕 체험가을 철 (9～11월)  농산물 수확 (땅콩, 사과, 고구마), 김치만들기겨 울 철 (12～2월)  눈썰매, 가래떡 구워먹기","마을회관, 모정, 과수원, 야생화재배지, 산림문화관",,,전라북도 장수군 천천면 천천북로 79,고현정,,2016-04-21,없음,장수군,35.7571842,127.5402318,2020-02-11,4750000,전라북도 장수군
육십령 권역,전라북도,장수군,자연생태체험,"봄    철 (3～5월)  쑥버무리 만들기, 감자파종, 나물캐기, 모종 옮기기여 름 철 (6～8월)  냇가에서 물고기 잡기, 워터볼 체험, 숲길걷기, 숲생태 관찰가을 철 (9～11월)  농산물 수확 (땅콩, 사과, 고구마), 김치만들기겨 울 철 (12～2월)  온실 작물 체험 (토마토), 가래떡 구워먹기",마을회관모  정평지 숲실내체육시설,,,전라북도 장수군 장계면 동명길 31,한규병,,2015-03-10,http://60gogae.com,장수군,35.74814337,127.6339275,2020-02-11,4750000,전라북도 장수군
성곡오색별빛마을,경상남도,창녕군,자연생태체험,"농촌문화, 우주항공분야 체험 등","교육장, 체험장, 숙소 등",932,,경상남도 창녕군 성산면 연당대산로 38,이상동,055-532-5578,2018-10-25,,경상남도 창녕군청,35.63662101,128.5212099,2020-02-06,5410000,경상남도 창녕군
따오기품은 세진마을,경상남도,창녕군,자연생태체험,"논습지 체험, 전통음식만들기 등","교육장, 숙소, 체육공원",2181,,경상남도 창녕군 유어면 세진길 34,성기순,055-532-7841,2018-04-17,,경상남도 창녕군청,35.5363002,128.4160832248,2020-02-06,5410000,경상남도 창녕군
우포농촌체험휴양마을,경상남도,창녕군,자연생태체험,"따오기 탐방길, 따오기시계만들기 등","도농교류센터, 풋살장 등",8440,,경상남도 창녕군 대합면 우포2로 547,김천일,055-532-9500,2017-12-29,http://upomaeul.co.kr/,경상남도 창녕군청,35.5763611173,128.4335066858,2020-02-06,5410000,경상남도 창녕군
우포가시연꽃마을,경상남도,창녕군,자연생태체험,"쪽배체험, 말밤공예 등","교육장, 숙소",20347,,경상남도 창녕군 대합면 닭계1길 12,박동출,055-532-1165,2011-03-02,,경상남도 창녕군청,35.5749319758,128.4372758524,2020-02-06,5410000,경상남도 창녕군
달기샘마을,경상북도,청송군,농작물경작체험,,,,,경상북도 청송군 청송읍 부곡길 32,윤남도,,2016-01-14,,청송군,36.4441815165,129.0800789931,2020-03-27,6470000,경상북도
연담농촌체험휴양마을,경상남도,거제시,농작물경작체험 전통문화체험 기타,표고버섯따기/블루베리수확체험/강정비누 양갱 만들기 등,숙박시설1/체험시설1,376,,경상남도 거제시 동부면 동부로 279,원장일,055-632-4583,2015-02-11,http://cafe.naver.com/lar612,경상남도 거제시청,34.810932,128.629252,2019-07-31,5370000,경상남도 거제시
둔덕시골농촌체험휴양마을,경상남도,거제시,농작물경작체험 전통문화체험 기타,미꾸라지잡기체험/물놀이(야외수영장)/포도따기체험/천연염색 등,체험센터1/물놀이시설1/숙박시설1/운동장1,,,경상남도 거제시 둔덕면 청마로 159,제석훈,055-632-5496,2012-08-01,http://www.gddsigol.co.kr/,경상남도 거제시청,34.852833,128.510914,2019-07-31,5370000,경상남도 거제시
삼거동청사초롱농촌체험휴양마을,경상남도,거제시,농작물경작체험 전통문화체험 자연생태체험 기타,쑥개떡만들기/전통손모내기/벼베기체험/허수아비만들기/표고버섯수확접종 등,체험시설1/숙박시설3/음식시설1,,,경상남도 거제시 거제중앙로 1274(삼거동),옥대석,055-637-7475,2015-07-06,https://blog.naver.com/sgvil,경상남도 거제시청,34.842942,128.648306,2019-07-31,5370000,경상남도 거제시
와항농촌체험휴양마을,경상남도,거제시,농작물경작체험 전통문화체험 기타,"죽순채취 및 가공체험, 양파 고구마 벼 수확체험/대나무공예체험 등",체험시설1/숙박시설2/음식시설1,199,,경상남도 거제시 하청면 와항2길 3,박영모,055-635-8424,2015-12-30,,경상남도 거제시청,34.966553,128.649374,2019-07-31,5370000,경상남도 거제시
회포마을,충청남도,서산시,자연생태체험,"호박요리체험, 농산물수확체험, 미니골프체험","체험장,찜질방,족구장",5915,http://hoepo.invil.org/image/ch/type01/hoepo/invil/ct_121_img01.gif,충청남도 서산시 대산읍 운산나루터길 37-16,최근명,,2011-01-07,http://hoepo.invil.org/,충청남도 서산시청,36.931739,126.465332,2019-06-27,4530000,충청남도 서산시
한곤메마을,전라남도,영암군,만들기체험,"손두부만들기, 숲체험 등",,185,,전라남도 영암군 신북면 하정길 19,최희동,061-473-0112,2013-11-04,www.hangonme.kr,전라남도 영암군청,34.890214,126.704629,2019-07-25,4940000,전라남도 영암군
망호정마을,전라남도,영암군,만들기체험,"연잎차만들기, 참빛만들기 체험 등",,81,,전라남도 영암군 영암읍 월출로 159,이경호,070-4419-0004,2012-11-28,www.mangho.co.kr,전라남도 영암군청,34.808844,126.685617,2019-07-25,4940000,전라남도 영암군
왕인박사마을,전라남도,영암군,전통문화체험,"예절교육, 한지공예 등",,172.26,,전라남도 영암군 군서면 구림로 43-14,최남호,061-472-0939,2011-04-16,,전라남도 영암군청,34.760821,126.627641,2019-07-25,4940000,전라남도 영암군
복사꽃마을,강원도,강릉시,자연생태체험,,,,,강원도 강릉시 주문진읍 신리천로 527-3,최주영,,2009-10-29,,강원도 강릉시청,37.8800453221,128.7769681600,2020-03-26,4200000,강원도 강릉시
모래내행복마을,강원도,강릉시,농작물경작체험,,,,,강원도 강릉시 사천면 미노길 103,박성호,,2012-01-27,,강원도 강릉시청,37.8265463447,128.8485654679,2020-03-26,4200000,강원도 강릉시
마암터마을,강원도,강릉시,만들기체험,,,,,강원도 강릉시 연곡면 신왕길 388-1,최세영,,2010-12-31,,강원도 강릉시청,37.8277740014,128.7727151761,2020-03-26,4200000,강원도 강릉시
대기리마을,강원도,강릉시,자연생태체험,,,,,강원도 강릉시 왕산면 왕산로 1327,박영제,,2010-12-31,,강원도 강릉시청,37.5881623640,128.7770046799,2020-03-26,4200000,강원도 강릉시
대굴령마을,강원도,강릉시,만들기체험,,,,,강원도 강릉시 성산면 성연로 17,조춘형,,2009-03-02,,강원도 강릉시청,37.7229846064,128.8149806840,2020-03-26,4200000,강원도 강릉시
신수리체험휴양마을,충청남도,충청남도아산시,전통문화체험,,,,,충청남도 아산시 음봉면 아산온천로 217-10,신광균,041-533-7577,2017-01-01,홈페이지 없음,충청남도아산시,36.8541064791,126.9812606762,2020-03-16,6440000,충청남도
꾀꼴성마을,충청남도,충청남도아산시,전통문화체험,,,,,충청남도 아산시 음봉면 음봉로 304,김영원,041-537-3641,2013-01-01,홈페이지 없음,충청남도아산시,36.8450777274,127.0445914751,2020-03-16,6440000,충청남도
오돌개마을,충청남도,충청남도아산시,전통문화체험,,,,,충청남도 아산시 송악면 송악로 112,장석철,041-537-3611,2014-01-01,홈페이지 없음,충청남도아산시,36.7100621608,126.9566685515,2020-03-16,6440000,충청남도
내이랑마을,충청남도,충청남도아산시,전통문화체험,,,,,충청남도 아산시 영인면 신봉길 248,김규태,041-537-3661,2012-01-01,홈페이지 없음,충청남도아산시,36.8996964055,126.9962750392,2020-03-16,6440000,충청남도
강당골마을,충청남도,충청남도아산시,전통문화체험,,,,,충청남도 아산시 송악면 강당로 187-8,남민우,041-537-3611,2011-01-01,홈페이지 없음,충청남도아산시,36.7169320186,127.0154554686,2020-03-16,6440000,충청남도
꽃가꾸는대통령마을,충청남도,충청남도아산시,전통문화체험,,,,,충청남도 아산시 음봉면 충무로604번길 106-20,권익수,041-537-3641,2011-01-01,http://www.koreatravels.com,충청남도아산시,36.8344363969,127.0229540524,2020-03-16,6440000,충청남도
기쁨두배마을,충청남도,충청남도아산시,전통문화체험,,,,,충청남도 아산시 둔포면 석곡길 101,정순정,041-537-3651,2011-01-01,asan.invil.org,충청남도아산시,36.9121434759,127.0563278607,2020-03-16,6440000,충청남도
다라미자운영마을,충청남도,충청남도아산시,전통문화체험,,,,,충청남도 아산시 송악면 평촌길 107-9,안복규,041-537-3611,2014-01-01,http://app.visitkorea.or.kr/ContentView.do?method=getContentViewPage&c....,충청남도아산시,36.7345229595,127.0010210459,2020-03-16,6440000,충청남도
외암마을,충청남도,충청남도아산시,전통문화체험,,,,,충청남도 아산시 송악면 외암민속길 42-7,이규정,041-541-0848,2010-01-01,https://booking.naver.com/booking/6/bizes/106869,충청남도아산시,36.7299619252,127.0179657635,2020-03-16,6440000,충청남도
미친서각마을,충청남도,충청남도보령시,전통문화체험,,,,,충청남도 보령시 남포면 원제길 37,정지영,041-934-2203,2018-01-01,홈페이지 없음,충청남도보령시,36.3182560985,126.5581127900,2020-03-16,6440000,충청남도
머드농수산체험마을,충청남도,충청남도보령시,전통문화체험,,,,,충청남도 보령시 천북면 사호장은로 563-5,최정숙,041-641-0100,2018-01-01,홈페이지 없음,충청남도보령시,36.5001434720,126.4911737107,2020-03-16,6440000,충청남도
해바라기마을,경기도,여주시,전통음식체험,천연염색+전통음식만들기+딸기따기,생활편의시설+농어촌체험기반시설+숙박시설+음식제공,150,http://www.yj21.net/kor/culture/content/rc/3215_img_1.jpg,경기도 여주시 강천면 부평로368,이규정,031-886-8668,2005-12-01,http://sune.invil.org/,경기도 여주시청,37.284443,127.7404776,2019-10-15,5700000,경기도 여주시
상호리마을,경기도,여주시,농작물경작체험,천연염색+전통음식만들기+딸기따기,생활편의시설+농어촌체험기반시설+숙박시설+음식제공,150,http://www.yj21.net/kor/culture/content/rc/3213_image_1.jpg,경기도 여주시 금사면 윗범실길8-3,민수식,031-886-5552,2002-11-01,http://farmstay.invil.org,경기도 여주시청,37.4087482,127.4738863,2019-10-15,5700000,경기도 여주시
오서산광제마을,충청남도,홍성군,기타,농촌체험,체험장,,,충청남도 홍성군 장곡면 장곡길416번길 21(광성리),서철원,,2009-01-01,,충청남도 홍성군청,36.4859877,126.6789321,2018-09-28,4600000,충청남도 홍성군
배내골정보화마을,경상남도,양산시,농작물경작체험,"사과따기, 감자, 고무마 캐기",배내골펜션,59000,http://viltour.invil.com/backoffice/extends/crosseditor/uploadFile/images,경상남도 양산시 배내로 452,김상규,055-365-6262,2009-08-05,http://baenapple.invil.org,경상남도 양산시청,35.4875849,128.9847506,2019-09-11,5380000,경상남도 양산시
