가변전광표지판명,시도명,시군구명,시군구코드,도로종류,도로노선명,도로노선번호,도로노선방향,위도,경도,영상표시면가로길이,영상표시면세로길이,전광판함체가로길이,전광판함체세로길이,전광판높이,설치유형코드,출력방향코드,발광패널유형코드,표출색상,표시유형코드,출력크기,제공정보종류,설치년도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
발안양감로 지하차도 인근,경기도,화성시,41590,02,향남읍 하길리 432-24,43번,02,37.112975,126.921013,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
용인 신기1교,경기도,용인시처인구,41461,02,남동 462-5,42번,02,37.218238,127.202308,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2018,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
용인 하고개교,경기도,용인시처인구,41461,02,역북동 553-9,42번,01,37.232131,127.177625,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2018,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
용인 어정1교,경기도,용인시기흥구,41463,02,상하동 202-72,42번,01,37.257958,127.135232,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2018,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
산지당골 앞,경기도,여주시,41670,02,강천면 간매리 408-1,42번,01,37.272120,127.719200,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
간매교차로 앞,경기도,여주시,41670,02,강천면 간매리 524-13,42번,02,37.274510,127.709380,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
뒤골 앞,경기도,여주시,41670,02,매룡동 269-2,42번,02,37.281630,127.647070,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
백석지기 전,경기도,여주시,41670,02,능서면 번도리 887-23,42번,01,37.297680,127.603550,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
이천 고백리,경기도,이천시,41500,02,부발읍 고백리 23-9,42번,02,37.294433,127.536639,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
신원교 전,경기도,이천시,41500,02,부발읍 신원리 산46-15,42번,01,37.289850,127.502590,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2011,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
달개실사거리 앞,경기도,이천시,41500,02,호법면 유산리 510-3,42번,01,37.244340,127.435408,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
이치1교 앞,경기도,이천시,41500,02,마장면 이치리 613,42번,02,37.254640,127.381290,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
오천삼거리 앞,경기도,이천시,41500,02,마장면 양촌리 327,42번,01,37.256058,127.347774,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2011,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
상수도사업소삼거리 앞,경기도,이천시,41500,02,안흥동 429,42번,02,37.275453,127.469735,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2009,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
소석교,경기도,가평군,41820,02,청평면 대성리 산220,45번,01,37.709697,127.394708,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2009,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
관터마을입구교차로,경기도,가평군,41820,02,청평면 대성리 383-75,45번,02,37.690869,127.380914,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2009,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
구운교 앞,경기도,남양주시,41360,02,화도읍 구암리 산28-5,45번,01,37.676119,127.374767,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2009,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
미사대로,경기도,하남시,41450,02,배알미동 196-2,45번,01,37.534706,127.257369,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2008,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
삼성리 앞 (상행),경기도,광주시,41610,02,남종면 삼성리 266-4,45번,01,37.488247,127.282822,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2008,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
모현제일교회 앞,경기도,용인시처인구,41461,02,모현면 갈담리 301-9,45번,01,37.328083,127.245219,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
도마삼거리 전,경기도,광주시,41610,02,퇴촌면 도마리 305-2,45번,02,37.462342,127.268761,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2008,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
제2금란교 앞,경기도,남양주시,41360,02,화도읍 금남리 157-5,45번,01,37.648244,127.365897,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
조안보건지소 앞,경기도,남양주시,41360,02,조안면 송촌리 502-3,45번,02,37.562103,127.315653,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
용인대학사체육관 앞,경기도,용인시처인구,41461,05,남동 27-43,45번,01,37.228503,127.210958,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
삼계교밑사거리,경기도,용인시처인구,41461,02,포곡읍 둔전리 293-3,45번,02,37.277169,127.219711,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
용인변전소입구삼거리,경기도,용인시처인구,41461,05,남동 6-5,45번,02,37.226092,127.210594,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2017,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
원촌교 끝,경기도,용인시처인구,41461,02,이동면 천리 874-2,45번,01,37.208889,127.204492,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
용인테크노밸리일반산업단지 앞,경기도,용인시처인구,41461,02,이동면 덕성리 747-1,45번,02,37.171747,127.204033,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
진재말림산 앞,경기도,안성시,41550,02,양성면 장서리 산42-23,45번,01,37.097883,127.216378,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
서안성휴게소 전,경기도,안성시,41550,02,양성면 도곡리 151-1,45번,02,37.079600,127.210672,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
냉정이고개 앞,경기도,안성시,41550,05,양성면 동항리 159-2,45번,01,37.067570,127.200500,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2017,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
칠곡교차로 앞,경기도,안성시,41550,02,원곡면 칠곡리 166-1,45번,02,37.052875,127.163575,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
청용교 앞,경기도,안성시,41550,02,원곡면 외가천리 산29-2,45번,01,37.034822,127.144300,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
궁리사거리 앞,경기도,평택시,41220,02,고덕면 궁리 384-40,45번,01,37.017256,127.022717,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
산천휴게소 전,경기도,양평군,41830,02,청운면 삼성리 709-3,44번,02,37.585594,127.751900,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2009,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
동의정부IC 입구,경기도,의정부시,41150,02,산곡동 485,43번,02,37.713036,127.105245,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2011,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
백봉교,경기도,평택시,41220,01,오성면 양교리 91-5,43번,02,37.025000,126.984700,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
원당거 앞,경기도,평택시,41220,02,오성면 숙성리 936-147,43번,01,36.993000,126.977000,4800,4200,5200,4600,6300,02,02,01,빨간색+노란색+녹색,01,7단8열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
방아골,경기도,평택시,41220,02,오성면 당거리 328-40,43번,02,36.991500,126.974300,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
신대교차로 전,경기도,평택시,41220,02,팽성읍 신대리 21-88,43번,01,36.946200,126.991600,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
한반교 전,경기도,화성시,41590,02,반월동 220-1,43번,02,37.231000,127.051600,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
병점육교 전,경기도,화성시,41590,02,병점동 587-1,43번,01,37.204000,127.025200,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
벌말교차로 후,경기도,화성시,41590,02,병점동 644-4,43번,02,37.203000,127.024100,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
노진2사거리 전,경기도,화성시,41590,02,우정읍 이화리 1468-1,77번,01,37.031078,126.807492,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2009,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
도곡5리(상행),경기도,평택시,41220,02,포승읍 도곡리 936,77번,01,36.984497,126.875925,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2009,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
서평택IC사거리 전,경기도,평택시,41220,02,포승읍 도곡리 148-6,77번,02,36.991198,126.857091,4800,4200,5200,4600,6300,02,02,01,빨간색+노란색+녹색,01,7단8열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
모전삼거리앞,경기도,이천시,41500,04,백사면 모전리 78-1,70번,01,37.302418,127.462439,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2017,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
김포 김포IC 전,경기도,김포시,41570,02,고촌읍 전호리 398-9,48번,02,37.590766,126.786735,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2011,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
김포 장곡교차로 전,경기도,김포시,41570,02,고촌읍 태리 280-4,48번,01,37.605562,126.751241,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2011,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
김포 서김포통진IC전,경기도,김포시,41570,02,양촌읍 누산리 1015-6,48번,01,37.673459,126.637188,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2011,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
김포 갈산삼거리,경기도,김포시,41570,02,월곶면 갈산리 466-10,48번,02,37.701680,126.570010,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2018,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
김포 김포대교차로 전,경기도,김포시,41570,02,월곶면 포내리 162-9,48번,01,37.721758,126.536843,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2011,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
김포 성동마을입구교차로,경기도,김포시,41570,02,월곶면 포내리 5-1,48번,02,37.730947,126.528668,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2018,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
강화 신당교차로,인천광역시,강화군,28710,02,송해면 하도리 302-3,48번,01,37.763451,126.464075,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2018,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
강화 이강교차로,인천광역시,강화군,28710,02,하점면 신봉리 979-10,48번,01,37.780755,126.401284,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2018,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
남양주 장현IC,경기도,남양주시,41360,02,진접읍 내각리 85-24,47번,02,37.708108,127.176460,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
남양주 임송교차로,경기도,남양주시,41360,02,진건읍 신월리 287-5,47번,01,37.677818,127.166786,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2017,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
남양주 임송IC,경기도,남양주시,41360,02,진건읍 신월리 580-7,47번,01,37.662682,127.154793,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
남양주 신월IC,경기도,남양주시,41360,02,진건읍 진관리 535-3,47번,02,37.656246,127.159134,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
국일공예사,경기도,안산시상록구,41271,02,건건동 804-1,47번,02,37.307068,126.913925,4800,4200,5200,4600,6300,02,02,01,빨간색+노란색+녹색,01,7단8열,01+02,2016,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
봉현교 앞,경기도,남양주시,41360,02,진접읍 장현리 301-6,47번,02,37.716594,127.185219,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2008,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
전도치마을,경기도,남양주시,41360,05,진접읍 내곡리 405-7,47번,02,37.679400,127.156358,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2012,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
사로교 앞,경기도,구리시,41310,02,사노동 산2-7,47번,01,37.639783,127.146342,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2013,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
가평소방서 앞,경기도,가평군,41820,02,가평읍 대곡리 211-3,46번,02,37.823172,127.517494,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2009,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
무지꼴 후,경기도,가평군,41820,02,청평면 상천리 148-4,46번,02,37.785783,127.463956,6000,1200,6400,1600,6500,02,02,01,빨간색+노란색+녹색,02,2단10열,01+02,2009,서울지방국토관리청,02-753-0945,2019-09-23,1611000,국토해양부
