마을기업명,마을기업구분,법인명,법인형태구분,소재지도로명주소,소재지지번주소,위도,경도,마을기업설립년월,마을기업인증년월,마을기업대표자명,마을기업대표전화번호,마을기업홈페이지,마을기업회원수,마을기업목적사업,마을기업주요상품,상품관련인증정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
길은푸르미체험관광 영농조합법인 (바다랑아리랑),2차년도,길은푸르미체험관영농조합,영농조합,전라남도 완도군 지산면 길은길 66,,,,,2013-06,이재병,061-543-9942,,,"붉돔, 감성돔, 우럭, 갑오징어, 장갱이 등 건어물 판매",건어물,,061-540-3812,진도군청,2019-03-31,6460000,전라남도
진도개녹진 영농조합법인,신규,진도개녹진영농조합법인,영농조합,전라남도 완도군 군내면 녹진길 1,,,,,2013-09,박문순,061-542-0090,,,진도개 보존 품종개량 및 판매,"진도개특산품,진도개자견",,061-540-3812,진도군청,2019-03-31,6460000,전라남도
산들바람작목반 영농조합법인,2차년도,산들바람작목반영농조합법인,영농조합,전라남도 완도군 군내면 진도대로 8196,,,,,2013-09,고우판,061-542-4542,,,"친환경 잡곡, 건나물 생산",농수산물 가공,,061-540-3812,진도군청,2019-03-31,6460000,전라남도
금일에스앤에프㈜,신규,금일에스앤에프,주식회사,전라남도 완도군 금일읍 금일로 699-38,,34.3413057478,127.0487231998,,2013-09,이동성,000-0000-0000,,,지역 특산물 다시마 건조 및 가공 판매,해조류가공판매,,061-550-5547,완도군청,2019-03-31,6460000,전라남도
엄마식품 영어조합법인,신규,엄마식품 영어조합법인,영어조합,전라남도 완도군 소안면 소안북로 9,,34.1762865108,126.6474423690,,2011-03,이미옥,061-555-1811,,,지역에서 생한되는 해조류를 장아찌 및 건조하여 판매,다시마 미역 가공판매,,061-550-5547,완도군청,2019-03-31,6460000,전라남도
금당통발 영어조합법인,신규,금당통발영어조합법인,영어조합법인,전라남도 완도군 금당면 금당로 14,,34.4277916146,127.0735646862,,2018-01,전석원,061-843-7400,,,지역 특산물 (문어 장어) 브랜드화사업,지역특산물 가공판매,,061-550-5547,완도군청,2019-03-31,6460000,전라남도
청산도띠섬마을 협동조합,신규,청산도띠섬마을,협동조합,전라남도 완도군 청산면 대모도길 392-15,,34.1959257437,126.7673008584,,2015-07,추일구,061-554-8211,,,지역생산 해조류 건조 가공을 통한 판매,농수산물 가공 판매,,061-550-5547,완도군청,2019-03-31,6460000,전라남도
상서명품마을 영농조합법인,2차년도,상서명품마을 영농조합법인,영농조합법인,전라남도 완도군 청산면 상동길 76-4,,34.1766772058,126.9054809913,,2015-07,김주찬,061-554-6717,,,농산물 가공 판매,농산물 가공 판매,,061-550-5547,완도군청,2019-03-31,6460000,전라남도
슬로시티푸른섬 협동조합,2차년도,슬로시티푸른섬 협동조합,협동조합,전라남도 완도군 청산면 156번길-15-21,,,,,2014-07,최성옥,070-4159-9140,,,지역농산물 장류 가공판매 및 마을 장터 및 커피숍운영,막걸리 및 로컬푸드 농산물,,061-550-5547,완도군청,2019-03-31,6460000,전라남도
어두리 영어조합법인,신규,어두리 영어조합법인,영어조합,전라남도 완도군 약산면 약산로 1152번길1,,,,,2013-10,박상표,061-554-1534,,,지역수산물 가공 판매,해조류 가공,,061-550-5547,완도군청,2019-03-31,6460000,전라남도
농업회사법인 청해진미㈜,신규,농업회사법인 청해진미,주식회사,전라남도 완도군 고금면 고금동로 40-1,,34.3961052347,126.8039711878,,2013-05,장애순,061-552-1599,,,지역특산품 매입후 소포장 하여 전국 판매,건어물 판매,,061-550-5547,완도군청,2019-03-31,6460000,전라남도
축령산괴정행복마을 영농조합법인,2차년도,괴정행복마을영농조합법인,영농조합법인,전라남도 장성군 서삼면 추암로 483-7,,35.3523486713,126.7301728730,,2017-07,임영순,000-0000-0000,,,"장류(고추장, 된장) 판매","장류(고추장, 된장)",,061-390-7466,장성군청,2019-03-31,6460000,전라남도
추암1리증암마을기업 영농조합법인,2차년도,증암마을영농조합법인,영농조합법인,전라남도 장성군 서삼면 편백로 207,,35.3406381035,126.7414890764,,2015-01,최영희,000-0000-0000,,,"장류(고추장, 된장) 판매","장류(고추장, 된장)",,061-390-7466,장성군청,2019-03-31,6460000,전라남도
모암마을 영농조합법인,2차년도,모암마을영농조합법인,영농조합법인,전라남도 장성군 서삼면 모암리 318,,35.3743724388,126.7622991667,,2014-08,한창규,000-0000-0000,,,"장류(고추장, 된장) 판매","장류(고추장, 된장)",,061-390-7466,장성군청,2019-03-31,6460000,전라남도
불태산전통두부 영농조합법인,2차년도,불태산전통두부영농조합법인,영농조합법인,전라남도 장성군 진원면 덕주2길 20,,35.2724384274,126.8305735443,,2013-08,양정옥,000-0000-0000,,,전통두부 제조 판매,두부,,061-390-7466,장성군청,2019-03-31,6460000,전라남도
용암청정영농조합법인,신규,용암청정영농조합법인,영농조합,전라남도 영광군 군남면 육창로 1길 50-1,,35.1965794711,126.4344338729,,2012-04,배동선,061-351-0878,,,태양초 고추 가공 판매,"태양초,양파,배추",,061-350-5199,영광군청,2019-03-31,6460000,전라남도
지내들영농조합법인,3차년도,지내들영농조합법인,영농조합,전라남도 영광군 군남면 천년로 910-7,,35.2448121631,126.4581650213,,2011-01,김순례,061-352-4051,,,"지역 농산물 온,오프라인 홍보 및 판매","오색현미, 오색보리, 보리가공품",,061-350-5199,영광군청,2019-03-31,6460000,전라남도
행복한농어촌체험마을,신규,행복한농어촌체험마을,기타,전라남도 영광군 백수읍 대신길124-18,,35.3512904782,126.3985623139,,2019-03,대균상,061-353-0045,,,농촌체험,민박.체험,,061-350-5199,영광군청,2019-03-31,6460000,전라남도
동락점빵사회적협동조합,신규,동락점빵사회적협동조합,사회적협동조합,전라남도 영광군 묘량면 묘량로 285,,35.2578807298,126.5436454004,,2014-01,권혁범,061-353-1143,,,동락점빵 및 이동식점포운영,"생필품,잡화,전자상거래",,061-350-5199,영광군청,2019-03-31,6460000,전라남도
농업회사법인 동암마을㈜,신규,농업회사법인 동암마을㈜,농업회사법인,전라남도 함평군 동암로 281-51,,35.1497709835,126.4597264040,,2012-03,한양숙,000-0000-0000,,,"고사리, 고구마순 등 건조 가공",농산물 재배,,061-320-1763,함평군청,2019-03-31,6460000,전라남도
월봉참 영농조합법인,신규,월봉참 영농조합법인,영농조합법인,전라남도 함평군 학교월봉길 73-30,,35.0380550511,126.5435339539,,2011-03,장수정,000-0000-0000,,,참죽나무순 재배 및 가공사업,절임식품,,061-320-1763,함평군청,2019-03-31,6460000,전라남도
함평참쑥 영농조합법인,신규,함평참쑥 영농조합법인,영농조합법인,전라남도 함평군 학교길 35-3,,35.0233743458,126.5342536370,,2015-07,김희석,000-0000-0000,,,"참쑥, 모싯잎 재배 및 가공 판매",농산물 재배,,061-320-1763,함평군청,2019-03-31,6460000,전라남도
두배로 영농조합법인,신규,두배로 영농조합법인,영농조합법인,전라남도 함평군 삼무길 6-5,,35.1685789318,126.4725106515,,2014-07,박인규,000-0000-0000,,,칡즙 및 맞춤형 절임배추 사업,농산물 재배,,061-320-1763,함평군청,2019-03-31,6460000,전라남도
농업회사법인 산사식품 주식회사,2차년도,농업회사법인 산사식품 주식회사,농업회사법인,전라남도 함평군 사산길 45,,35.1364423485,126.6013194584,,2013-09,조선자,000-0000-0000,,,절임배추 가공사업,절임배추,,061-320-1763,함평군청,2019-03-31,6460000,전라남도
농업회사법인 윤가비전㈜,신규,농업회사법인 윤가비전 주식회사,농업회사법인,전라남도 함평군 산내길 458-13,,35.1571449110,126.5863404279,,2013-06,유효희,000-0000-0000,,,약초장아찌와 절임 및 사골육수 사업,약초장아찌,,061-320-1763,함평군청,2019-03-31,6460000,전라남도
우적동목공소,신규,영농조합법인 우적동,영농조합법인,전라남도 무안군 몽탄면 사내길 355,,34.9294576348,126.4690856263,,2012-04,임병수,000-0000-0000,,,목공예품 생산 및 체험 프로그램 운영,"목공체험, 생산 판매",,061-450-5733,무안군청,2019-03-31,6460000,전라남도
수월효소 영농조합법인,2차년도,수월효소 영농조합법인,영농조합법인,전라남도 무안군 청계면 월선길 177-5,,34.8969246579,126.4527662105,,2010-12,김정연,000-0000-0000,,,산야초 발효액 제조 가공 판매,"농산물(양파), 효소재료, 양파즙 등 가공식품",,061-450-5733,무안군청,2019-03-31,6460000,전라남도
송계어촌 영어조합법인,신규,송계어촌영어조합법인,영어조합법인,전라남도 무안군 해제면 만송로 916,,35.1528392306,126.3396707486,,2019-03,박종철,000-0000-0000,,,어촌체험관광활성화 및 수산물가공사업,어촌체험관광활성화 및 수산물가공사업,,061-450-5733,무안군청,2019-03-31,6460000,전라남도
농업회사법인 ㈜약실엘랑,2차년도,농업회사법인 ㈜약실엘랑,농업회사법인,전라남도 무안군 몽탄면 약곡리 148-17,,,,,2014-07,박태석,061-452-8585,,,"약실엘랑사업단(약초장아찌가공,마을음식점,체험관광)","농산물, 참기름",,061-450-5733,무안군청,2019-03-31,6460000,전라남도
(사)일로품바보존회 ((사)각설이품바보존회),신규,사단법인 각설이품바보존회,사단법인,전라남도 무안군 일로읍 시장길 11-22,,34.8475354506,126.4943361117,,2013-08,조순형,061-284-7050,,,각설이 품바공연,각설이 품바공연,,061-450-5733,무안군청,2019-03-31,6460000,전라남도
아천대봉곶감 영농조합법인,신규,아천대봉곶감 영농조합법인,영농조합법인,전라남도 영암군 금정면 아천길 92,,34.8512718051,126.7430684358,,2013-05,박연현,000-0000-0000,,,식품(먹거리)사업,"대봉곶감, 말랭이",,061-470-2351,영암군청,2019-03-31,6460000,전라남도
유천마을 영농조합법인,신규,유천마을 영농조합법인,영농조합법인,전라남도 영암군 학산면 유천길 25,,34.7224402659,126.6266937912,,2010-12,정현자,000-0000-0000,,,농산물 생산 및 유통,농산물,,061-470-2351,영암군청,2019-03-31,6460000,전라남도
농업회사법인 (유)선애마을영암,2차년도,농업회사법인(유)선애마을영암,유한회사,전라남도 영암군 신북면 하정길 54-69,,34.8941852161,126.7107881729,,2019-03,송승훈,000-0000-0000,,,관광산업,친환경 농산물 가공 판매,,061-470-2351,영암군청,2019-03-31,6460000,전라남도
삼호저두명품무화과 영농조합법인,2차년도,삼호저두명품무화과 영농조합법인,영농조합법인,전라남도 영암군 삼호읍 저두길 132,,34.7335078777,126.4549987006,,2016-01,박경희,000-0000-0000,,,식품(먹거리)사업,무화과(즙),,061-470-2351,영암군청,2019-03-31,6460000,전라남도
대초마을공동사업단,신규,대초마을공동사업단,기타,전라남도 영암군 미암면 대초길 53-5,,34.7205942253,126.5843955616,,2013-06,조영이,000-0000-0000,,,식품(먹거리)사업,친환경나물,,061-470-2351,영암군청,2019-03-31,6460000,전라남도
망호정복합 영농조합법인,신규,망호정복합영농조합법인,영농조합법인,전라남도 영암군 영암읍 월출로 159,,34.8089721560,126.6853682324,,2012-04,이경호,000-0000-0000,,,식품(먹거리)사업,참빗,,061-470-2351,영암군청,2019-03-31,6460000,전라남도
땅끝햇살찬영농조합법인 (송평갯마을 영농조합법인),2차년도,땅끝햇살찬영농조합법인,영농조합,전라남도 해남군 화산면 송계길 79-12,,34.4349786533,126.4847879875,,2011-04,정대웅,061-533-0015,,,아이스 군고구마 판매,군고구마,,061-530-5865,해남군청,2019-03-31,6460000,전라남도
땅끝월송장 협동조합,2차년도,땅끝월송장협동조합,협동조합,전라남도 해남군 현산면 시등리길41,,34.4163077361,126.5885565374,,2010-12,천채재,061-532-2232,,,폐쇄위기 전통시장을 살려 상인 협동조합을 통한 식당 운영,식육식당,,061-530-5865,해남군청,2019-03-31,6460000,전라남도
삼산두륜생태 영농조합법인,2차년도,두륜생태영농조합,영농조합,전라남도 해남군 삼산면 구림큰길32-17,,34.5004254654,126.6177690403,,2017-01,김길배,000-0000-0000,,,표고버섯 재배 후 폐목을 활용한 곤충 사육,"표고버섯, 곤충",,061-530-5865,해남군청,2019-03-31,6460000,전라남도
가족사랑 영농조합법인,신규,가족사랑영농조합,영농조합,전라남도 해남군 옥천면 옥천로290-17,,34.5490349647,126.6617275395,,2013-12,신상보,061-535-0098,,,밤호박 및 절입배추 등 계절별 지역농산물 생산판매,"농산물 (밤호박, 절임배추)",,061-530-5865,해남군청,2019-03-31,6460000,전라남도
코라꾸지뽕 영농조합법인,신규,코라꾸지뽕 영농조합법인,영농조합,전라남도 강진군 칠량면 동백로 134-13,,34.5979615404,126.7987059917,,2012-01,김정숙,061-432-7345,,,"꾸지뽕, 쑥, 발효효소생산 및 판매 기반시설 구축사업",꾸지뽕,,061-430-3083,강진군청,2019-03-31,6460000,전라남도
강진된장 영농조합법인,2차년도,강진된장 영농조합법인,영농조합,전라남도 강진군 칠량면 아산길 60-4,,34.5561724431,126.8158738747,,2011-04,최향심,061-432-2366,,,전통된장 판매사업,된장,,061-430-3083,강진군청,2019-03-31,6460000,전라남도
해랑달이랑 영농조합법인,2차년도,해랑달이랑영농조합법인,영농조합,전라남도 강진군 성전면 무위사로 8-15,,34.7200452186,126.7097888478,,2014-07,김기임,061-432-4848,,,전통한과 생산판매 및 체험사업,한과,,061-430-3083,강진군청,2019-03-31,6460000,전라남도
농촌유학정남진협동조합,신규,농촌유학 정남진협동조합,협동조합,전라남도 장흥군 장평면 우산병동길 106-1,,34.8139875839,126.9226793219,,2012-04,류언근,000-0000-0000,,,방과 후 학교운영 (외국어 교습),교육서비스업,,061-860-0363,장흥군청,2019-03-31,6460000,전라남도
정남진우리김부각 영농조합법인,2차년도,정남진우리김부각 영농조합법인,영농조합,전라남도 장흥군 장흥읍 읍성로 54,,34.6727622198,126.8963754822,,2011-01,정송임,000-0000-0000,,,김부각 판매,김부각,,061-860-0363,장흥군청,2019-03-31,6460000,전라남도
초우 영농조합법인 (덕흥감태가공 영농조합법인),신규,초우 영농조합법인,영농조합,전라남도 장흥군 회진면 회진리 1860-3,,34.4918682755,126.9338827177,,2018-01,최선태,000-0000-0000,,,감태가공식품 판매,"감태김, 감태자반",,061-860-0363,장흥군청,2019-03-31,6460000,전라남도
