시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설년도,전화번호,데이터기준일자,제공기관코드,제공기관명
동신종합시장,상설장,경기도 성남시 분당구 수내동 돌마로 361,경기도 성남시 분당구 수내동 돌마로 361,-,,,85,"의류 및 신발,음식점업,기타소매업,근린생활서비스,",온누리+지역사랑상품권,,Y,Y,1993,,2020-05-27,B553077,소상공인시장진흥공단
모란종합시장,상설장,경기도 성남시 중원구 둔촌대로 79,경기도 성남시 중원구 성남동 4190,-,37.43024903,127.1279392,120,"가공식품,음식점업,기타소매업,근린생활서비스,",온누리+지역사랑상품권,,Y,Y,1974,,2020-05-27,B553077,소상공인시장진흥공단
미래그린시장,상설장,"경기도 성남시 분당구 불정로386번길 10(서현동, 효자촌미래타운아파트)",경기도 성남시 분당구 서현동 307,-,37.37341572,127.1380352,212,"가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스,",온누리+지역사랑상품권,,Y,Y,1994,,2020-05-27,B553077,소상공인시장진흥공단
미래타운제2종합시장,상설장,경기도 성남시 분당구 불정로376번길 31,경기도 성남시 분당구 서현동 311,-,37.37225422,127.138873,62,"가공식품,음식점업,기타소매업,근린생활서비스,",온누리+지역사랑상품권,,Y,Y,1994,,2020-05-27,B553077,소상공인시장진흥공단
분당우성시장,상설장,경기도 성남시 분당구 중앙공원로40번길 42,경기도 성남시 분당구 서현동 94-3,-,37.3781832,127.1323805,82,"축산물,가공식품,음식점업,근린생활서비스,",온누리+지역사랑상품권,,Y,Y,1995,,2020-05-27,B553077,소상공인시장진흥공단
분당종합시장,상설장,경기도 성남시 분당구 돌마로 366번길 42,경기도 성남시 분당구 수내동 83,-,37.36717884,127.1267483,48,"농산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스",지역사랑상품권,,Y,Y,1996,,2020-05-27,B553077,소상공인시장진흥공단
야탑에이스코아시장,상설장,경기도 성남시 분당구 야탑로 64,경기도 성남시 분당구 야탑동 502,-,37.4095025,127.1259792,21,"가정용품,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
코끼리시장,상설장,경기도 성남시 분당구 내정로 166번길 7-6,경기도 성남시 분당구 수내동 56,-,37.3731106,127.1204224,98,"가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스,",온누리+지역사랑상품권,,Y,Y,1996,,2020-05-27,B553077,소상공인시장진흥공단
가평잣고을시장,상설장+5일장,경기도 가평군 장터2길10,경기도 가평군 읍내리 404,5일,,,118,"농산물,축산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스,",온누리+지역사랑상품권,,Y,Y,2015,,2020-05-27,B553077,소상공인시장진흥공단
능곡전통시장,상설장+5일장,경기도 고양시 덕양구 능곡로 12-9,경기도 고양시 덕양구 토당동 347,5일,37.6212708731,126.8211509650,78,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
덕이동패션1번지,상설장,경기도 고양시 일산서구 덕이동 탄중로101번길 13,경기도 고양시 일산서구 덕이동 384-1,-,37.69301947,126.7557887,62,"가공식품,의류 및 신발,음식점업,근린생활서비스,",지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
원당전통시장,상설장,경기도 고양시 덕양구 호곡로 790번길 17,경기도 고양시 덕양구 성사동 697-14,-,37.65628119,126.8372545,66,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,N,Y,,,2020-05-27,B553077,소상공인시장진흥공단
일산전통시장,상설장,경기도 고양시 일산서구 일행로 12번길 9,경기도 고양시 일산서구 일산동 617-20,-,37.68562202,126.7708278,89,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,근린생활서비스,",지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
과천새서울프라자시장,상설장,경기도 과천시 별양상가 2로 20,경기도 과천시 별양동 1-18,-,37.42682929,126.9925569,149,"의류 및 신발,가정용품,기타소매업,근린생활서비스,",지역사랑상품권,gcnewseoul.modoo.at,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
제일쇼핑시장,상설장,경기도 과천시 별양상가 2로 14,경기도 과천시 별양동 1-13,-,37.42732668,126.9929997,128,"농산물,의류 및 신발,가정용품,기타소매업,근린생활서비스",지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
의정부시장,상설장,경기도 의정부시 시민로143번길 40,경기도 의정부시 의정부1동 148-5,-,37.73945231,127.0511809,60,"축산물,수산물,의류 및 신발,음식점업,기타소매업",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
의정부제일시장,상설장,경기도 의정부시 태평로 73번길 20,경기도 의정부시 의정부동 160,-,37.74012672,127.0500695,354,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
의정부청과야채시장,상설장,경기도 의정부시 시민로 157번길,경기도 의정부시 의정부동 30-8,-,37.73855067,127.0527096,87,"농산물,축산물,수산물,가공식품,음식점업,기타소매업,근린생활서비스",지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
신노량진시장,상설장,서울특별시 동작구 장승배기로 123-6,서울특별시 동작구 노량진동 307-9,매일,37.5085536904,126.939368002,25,"농산물, 수산물, 축산물",,,N,N,1961,02-826-5800,2019-05-27,3190000,서울특별시 동작구
본동인정시장,상설장,서울특별시 동작구 매봉로 177,서울특별시 동작구 본동 187-1외 66필지,매일,37.5121819,126.9518871,82,"농산물, 수산물, 축산물",온누리상품권,,N,N,2006,,2019-05-27,3190000,서울특별시 동작구
하양공설시장,상설장+5일장,경상북도 경산시 하양읍 대학로 1543,경상북도 경산시 하양읍 금락리 35-6,5일,35.91563105,128.819251,109,"축산물,수산물,가공식품,의류 및 신발,음식점업",지역사랑상품권,,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
감포시장,상설장+5일장,경상북도 경주시 감포로 115,경상북도 경주시 감포리 436-1,5일,,,50,"농산물,수산물,가공식품,기타소매업,근린생활서비스",지역사랑상품권,,Y,Y,1959,,2020-05-27,B553077,소상공인시장진흥공단
경주성동공설시장,상설장,경상북도 경주시 원효로 281번길1,경상북도 경주시 구황동 843-6,-,35.84086241,129.2318997,562,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,근린생활서비스,",지역사랑상품권,,Y,Y,1971,,2020-05-27,B553077,소상공인시장진흥공단
경주중심상가시장,상설장,경상북도 경주시 태종로 791번길16,경상북도 경주시 황오동 234-1,-,35.8422588,129.2146798,489,"의류 및 신발,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,Y,2008,,2020-05-27,B553077,소상공인시장진흥공단
경주중앙시장,상설장+5일장,경상북도 경주시 금성로 295,경상북도 경주시 성건동 339-2,5일,35.84401917,129.2063713,700,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",지역사랑상품권,,Y,Y,1983,,2020-05-27,B553077,소상공인시장진흥공단
북부상가시장,상설장+5일장,경상북도 경주시 금성로 396번길 7,경상북도 경주시 성건동 629-10,5일,35.85349395,129.2075813,120,"가공식품,의류 및 신발,음식점업,기타소매업,근린생활서비스",지역사랑상품권,,Y,Y,2011,,2020-05-27,B553077,소상공인시장진흥공단
북정로중심상가시장,상설장,경상북도 경주시 북정로 15,경상북도 경주시 황오동 242-4,-,35.84229281,129.215181,128,"의류 및 신발,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,Y,1960,,2020-05-27,B553077,소상공인시장진흥공단
불국사상가시장,상설장,경상북도 경주시 진현로1길 59-5,경상북도 경주시 진현동 66-5,-,35.78599592,129.3278544,101,"가공식품,의류 및 신발,음식점업,기타소매업,",지역사랑상품권,,Y,Y,1974,,2020-05-27,B553077,소상공인시장진흥공단
불국시장,상설장+5일장,경상북도 경주시 불국로 장터길 24,경상북도 경주시 구정동 429-7,5일,35.77599999,129.3008008,34,"가공식품,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,Y,1965,,2020-05-27,B553077,소상공인시장진흥공단
안강공설시장,상설장+5일장,경상북도 경주시 안강읍 비화중로 3길 26-3,경상북도 경주시 안강읍 양월리 1350-1,5일,35.99030934,129.2217084,245,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",지역사랑상품권,,Y,Y,1923,,2020-05-27,B553077,소상공인시장진흥공단
양남시장,상설장+5일장,경상북도 경주시 하서중앙길 56-28,경상북도 경주시 하서리 1502,5일,,,75,"가공식품,의류 및 신발,음식점업,기타소매업,근린생활서비스",지역사랑상품권,,Y,Y,1943,,2020-05-27,B553077,소상공인시장진흥공단
양북시장,상설장+5일장,경상북도 경주시 양북면 감은로 53-8,경상북도 경주시 양북면 어일리 1295-556,5일,35.79041058,129.4412154,50,"농산물,가공식품,음식점업,기타소매업,",지역사랑상품권,,Y,Y,1942,,2020-05-27,B553077,소상공인시장진흥공단
외동시장,5일장,경상북도 경주시 외동읍 입실시장길 8-6,경상북도 경주시 외동읍 입실리 1018-7,5일,35.71459989,129.3257089,138,"축산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스",지역사랑상품권,,Y,Y,1916,,2020-05-27,B553077,소상공인시장진흥공단
제2경주중심상가시장,상설장,경상북도 경주시 원효로 89,경상북도 경주시 노동동 230,-,35.84221752,129.2106594,522,"가공식품,의류 및 신발,가정용품,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,N,2010,,2020-05-27,B553077,소상공인시장진흥공단
건천시장,상설장,경상북도 경주시 건천읍 내서로 1131-1,경상북도 경주시 건천읍 건천리 339-4,-,35.84839002,129.1048104,40,"농산물,가공식품,의류 및 신발,음식점업,기타소매업",지역사랑상품권,,Y,Y,1914,,2020-05-27,B553077,소상공인시장진흥공단
고령대가야시장,3일장,경상북도 고령군 대가야읍 시장3길29,경상북도 고령군 대가야읍 지산리 222-2,3일,35.72730893,128.2666731,105,"농산물,수산물,가공식품,의류 및 신발,음식점업,기타소매업,근린생활서비스",온누리+지역사랑상품권,www.고령시장.com,Y,Y,,,2020-05-27,B553077,소상공인시장진흥공단
구미공단종합시장,상설장,경상북도 구미시 수출대로3길107,경상북도 구미시 공단동 107,-,36.12063482,128.3715342,72,"가공식품,의류 및 신발,음식점업,근린생활서비스,",온누리+지역사랑상품권,,Y,Y,1983,,2020-05-27,B553077,소상공인시장진흥공단
구미산업유통단지,상설장,경상북도 구미시 3공단1로 302-7,경상북도 구미시 임수동 92-9,-,36.10987904,128.4026465,728,"음식점업,기타소매업,근린생활서비스",지역사랑상품권,,Y,Y,1995,,2020-05-27,B553077,소상공인시장진흥공단
구미새마을중앙시장,상설장+5일장,경상북도 구미시 구미중앙로9길 11,경상북도 구미시 원평동 117-20,5일,36.13084514,128.3297844,305,"농산물,축산물,수산물,가공식품,가정용품,음식점업,기타소매업,근린생활서비스,",지역사랑상품권,,Y,Y,1975,,2020-05-27,B553077,소상공인시장진흥공단
구미종합상가,상설장+5일장,경상북도 구미시 구미중앙로9길 7,경상북도 구미시 원평동 119-15,5일,36.1303168,128.3296467,81,"축산물,수산물,의류 및 신발,가정용품,음식점업,기타소매업,",지역사랑상품권,,Y,Y,1985,,2020-05-27,B553077,소상공인시장진흥공단
구미파크시장,상설장,경상북도 구미시 송동로 154,경상북도 구미시 도량동 77,-,36.1493591,128.3254703,30,"가공식품,의류 및 신발,음식점업,근린생활서비스,",온누리+지역사랑상품권,,Y,Y,1994,,2020-05-27,B553077,소상공인시장진흥공단
금오시장,상설장,경상북도 구미시 금오시장로13,경상북도 구미시 원평동 1028-2,-,36.12611069,128.3406035,253,"가정용품,음식점업,기타소매업,근린생활서비스,",온누리+지역사랑상품권,,Y,Y,1985,,2020-05-27,B553077,소상공인시장진흥공단
선산봉황시장,상설장+5일장,경상북도 구미시 선산읍 단계동길 24,경상북도 구미시 선산읍 완전리 253,5일,36.2395182,128.3009213,245,"농산물,축산물,수산물,가공식품,의류 및 신발,가정용품,음식점업,기타소매업근린생활서비스",온누리+지역사랑상품권,,Y,Y,1994,,2020-05-27,B553077,소상공인시장진흥공단
신평전통시장,상설장,경상북도 구미시 칠성로6길 48,경상북도 구미시 신평동 150-4,-,36.12315756,128.3611462,79,"농산물,수산물,가공식품,가정용품,음식점업",온누리+지역사랑상품권,,Y,N,2015,,2020-05-27,B553077,소상공인시장진흥공단
성대시장,상설장,서울특별시 동작구 상도로 102 성대시장,서울특별시 동작구 상도동 324-1,매일,37.4999142,126.9317661,56,"농산물, 수산물, 축산물",온누리상품권,,Y,Y,1979,070-8980-4455,2019-05-27,3190000,서울특별시 동작구
